,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.4847592241438932
vocab_coverage,0.5042306161162583
ave_readability,4.91801123827869
ave_readability2,4.911766938568418
length,4318.139
min,4.064700854700855
max,4.998803418803419
mean,4.918011238278692
std,0.1714474942241054
q1,4.926346153846154
median,4.989017094017094
q3,4.994294871794872
FRE,26.626430000000003
SMOGI,7.1538
FKGL,16.1689
CLI,26.748810000000002
ARI,39.9865
DCRS,5.268800000000001
LWF,8.501420974990712
GFI,11.837939999999998
DW,14.654
TS,14.917
FH,71.00044
SP,23.651049999999994
GP,-9.1369
CF,4.665100000000001
NERF,1.5306922541424455
