,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10185658262541611,0.16584300870579277,0.2139087657997787,0.22708998062789282
vocab_coverage,0.118663481842824,0.19912542435224823,0.23817427278696182,0.24759574355011374
ave_readability,0.03745616328573091,0.04117640459361214,0.0469800020553725,0.04725215715034078
ave_readability2,0.03807432522229071,0.0420373221471975,0.03527755165290658,0.0376818129656945
length,1276.129,1466.969,3837.53,3143.99
min,0.5672,0.6954301075268816,0.43429286608260326,0.4746153846153846
max,0.0,0.0,0.0010846891948268665,0.0011965811965811957
mean,0.037456163285730835,0.04117640459361205,0.04698000205537245,0.047252157150340764
std,0.08254094395940272,0.09926191417493842,0.08908116166027795,0.09319415815555358
q1,0.05135000000000001,0.05426747311827956,0.06458072590738423,0.0635042735042735
median,0.004566666666666658,0.002856182795698921,0.010054234459741332,0.011239316239316233
q3,0.000549999999999999,0.00038642473118279434,0.004714226115978304,0.005705128205128205
FRE,25.16054,31.160550000000004,91.40528,111.3357
SMOGI,3.313,6.1484,4.8523000000000005,5.3638
FKGL,4.362799999999999,5.147,17.5639,20.4316
CLI,7.001,9.265039999999999,24.90057,31.81289
ARI,8.4208,10.364799999999999,31.315900000000003,36.849
DCRS,2.06011,2.0498499999999997,7.05893,7.07487
LWF,4.858483572898549,5.358696627065745,6.87918563978591,7.21420999175496
GFI,3.5041499999999997,3.95489,10.49601,10.578220000000002
DW,21.168,25.9,20.9,22.612
TS,4.221,4.208,11.149,12.716
FH,18.584090000000003,22.734090000000002,70.43701000000001,84.65836999999999
SP,18.875400000000003,22.944209999999998,63.08042999999999,77.52175
GP,12.162709999999999,15.26731,41.42768,52.58632
CF,1.3781999999999999,1.8360999999999998,3.269,4.389799999999999
NERF,2.9508915586183626,5.081429560614864,8.962957426352867,9.256217508850911
