,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5965498090890542
vocab_coverage,0.5895813341197178
ave_readability,4.924486349719293
ave_readability2,4.921036152225649
length,5951.251
min,4.211533052039381
max,4.997257383966244
mean,4.924486349719293
std,0.14683812564588852
q1,4.9238220815752465
median,4.985161744022504
q3,4.992791842475388
FRE,-52.012190000000004
SMOGI,8.8845
FKGL,33.651900000000005
CLI,124.34385
ARI,196.6539
DCRS,18.82261
LWF,11.744101304708764
GFI,22.35301
DW,16.87
TS,21.812
FH,7.383339999999997
SP,-3.1572999999999993
GP,-165.39133
CF,6.5238
NERF,9.592595619747211
