,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.0183021658140424,0.0430661015538707,0.040679887988245844,0.0425920116902081
vocab_coverage,0.024151644244843163,0.05844893437870582,0.04772977697367427,0.05324436604186819
ave_readability,0.0030365155359448563,0.0035381546699778978,0.0030733373575039884,0.0032693356241538583
ave_readability2,0.0027031568501510463,0.0033589819365847876,0.0016172946372836976,0.0017014568713580676
length,6521982.479,6956971.053,34153763.689,29618252.262
min,0.61456,0.8068189964157706,0.38791281686804074,0.42100923951670216
max,0.0,0.0,0.0,0.0
mean,0.003036515535944849,0.0035381546699778865,0.003073337357503991,0.0032693356241538605
std,0.012484671683655933,0.017975583095998844,0.010801999746484254,0.011747088661240745
q1,0.007689166666666674,0.007736335125448034,0.011132729211087425,0.011677919924188585
median,0.0008122222222222214,0.00042674731182795695,0.0009298744373371238,0.0009417199715707178
q3,7.583333333333305e-05,4.6202956989246985e-05,0.0003411513859275056,0.000342335939350865
FRE,1866.7714674000001,2304.9543199,11732.772375400002,12945.824097199999
SMOGI,26.415239999999997,61.85378000000001,21.66989,22.99738
FKGL,73.08042,59.03482000000001,869.84799,1022.5466200000001
CLI,145.3586796,199.05134239999998,618.1261601,643.4504681
ARI,219.31806,222.17128,2009.7012299999997,2280.0975999999996
DCRS,10.0381601,9.533164300000001,56.2831168,58.7838707
LWF,56.92100286916948,56.45665412173089,68.56815240912267,71.7376914496276
GFI,56.081009300000005,31.282035700000005,751.6049314000002,906.3160162
DW,1086.572,1335.572,620.592,673.352
TS,72.759,36.182,345.801,465.011
FH,1069.1789931,1201.4244149,8480.6103367,9598.5039134
SP,1113.7845249999998,1218.3118075000002,8163.7605048000005,9258.601909999998
GP,442.67833830000006,542.2180357,2260.4531465,2447.8675294
CF,5.320819999999999,8.46301,18.290200000000002,18.993830000000003
NERF,15.600087092714562,36.61644056659991,369.8249733719593,455.02004920413646
