,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6116912815660921
vocab_coverage,0.6321319446457969
ave_readability,4.924668151694238
ave_readability2,4.915626194962777
length,6487.346
min,3.955366027007818
max,5.0
mean,4.924668151694238
std,0.17844101788984992
q1,4.9420575692963755
median,4.995842217484009
q3,4.998578535891969
FRE,45.469190000000005
SMOGI,10.0163
FKGL,12.308
CLI,15.26267
ARI,22.2776
DCRS,4.136690000000001
LWF,9.449707826318772
GFI,9.542200000000001
DW,24.22
TS,10.85
FH,85.8742
SP,69.90022
GP,26.14785
CF,3.3415
NERF,1.2351563527960805
