,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6277959894524545
vocab_coverage,0.6571318669896127
ave_readability,4.928321397114863
ave_readability2,4.918229186520871
length,5884.775
min,3.992679459843639
max,5.0
mean,4.928321397114861
std,0.17073516158873228
q1,4.945593461265103
median,4.995913290689409
q3,4.998542999289268
FRE,47.07325
SMOGI,9.761
FKGL,12.5477
CLI,14.241849999999998
ARI,21.8215
DCRS,4.177
LWF,9.41828326338171
GFI,10.30294
DW,22.364
TS,10.922
FH,86.45281
SP,70.56007999999999
GP,27.3216
CF,3.1910000000000003
NERF,0.8503914257548469
