QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.68,0.5993907083015994,4.9332486234646336,4.921568627450981,8869,4.733333333333333,5.0,4.933248623464634,0.11522522688965152,4.933333333333334,5.0,5.0,46.98,11.2,10.6,16.24,20.0,1.01,12.4,6.43,10,10th and 11th grade,88.72,85.54,33.15,3.6,297.16340636686755
76378408,76378435,0.6666666666666666,0.6781609195402298,4.796107972379159,4.90909090909091,7213,3.6666666666666665,5.0,4.7961079723791595,0.4459596601418027,4.933333333333334,5.0,5.0,62.44,9.3,6.8,15.98,19.1,0.94,4.9,3.69,8,6th and 7th grade,101.76,101.11,33.47,1.9,-0.010168687354855876
76378340,76378439,0.3114754098360656,0.34545454545454546,4.796491228070175,4.768421052631579,3617,4.0,5.0,4.796491228070175,0.3265797837990146,4.733333333333333,5.0,5.0,-169.58,11.8,37.9,79.58,73.0,18.27,3.8571428571428568,17.5,39,17th and 18th grade,-61.35,-70.15,-77.68,13.1,5.2685390189969965
76378344,76378496,0.0,0.0,,NaN,2804,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76378323,76378505,0.0,0.0,,NaN,1836,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76378468,76378523,0.0,0.0,,NaN,2681,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76378419,76378558,0.7384615384615385,0.711340206185567,4.868599033816425,4.88888888888889,883,3.8666666666666663,5.0,4.868599033816424,0.26030355486507484,4.933333333333334,5.0,5.0,31.04,10.0,10.5,21.81,24.1,10.41,4.545454545454546,4.85,22,4th and 5th grade,80.21,75.78,22.58,3.2,7.352674877596442
76383950,76384028,0.0,0.0,,NaN,2905,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76380624,76380646,0.5405405405405406,0.4931506849315068,4.933333333333334,4.946666666666667,3316,4.466666666666667,5.0,4.933333333333334,0.13517250067329373,4.933333333333334,5.0,5.0,-28.6,11.2,19.0,30.74,30.2,10.56,4.428571428571429,7.76,13,10th and 11th grade,37.8,33.84,7.52,6.7,4.114467083864017
76380600,76380785,0.5833333333333334,0.5454545454545454,4.892592592592593,4.8761904761904775,361,4.4,5.0,4.892592592592593,0.165012365999596,4.933333333333334,4.933333333333334,5.0,-10.76,12.2,16.3,30.15,33.2,16.43,6.75,12.4,12,12th and 13th grade,50.72,47.68,7.82,5.2,5.719433539208705
76378487,76378586,0.0,0.0,,NaN,2744,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76380579,76380826,0.48214285714285715,0.6329113924050633,4.92972549019608,4.827160493827161,7720,3.6666666666666665,5.0,4.929725490196078,0.17464826408423176,5.0,5.0,5.0,-23.89,9.1,19.2,41.22,42.2,5.27,9.0,4.8,18,8th and 9th grade,40.03,32.93,-8.36,7.5,-3.2040910076939046
76383957,76384041,0.42016806722689076,0.24195804195804196,4.916763005780346,4.82,5649,3.4,5.0,4.916763005780347,0.22153270837359518,4.933333333333334,5.0,5.0,14.32,10.2,12.8,38.16,37.9,7.51,7.875,5.9,50,7th and 8th grade,68.41,63.44,-5.15,4.1,5.915455048596678
76383902,76384109,0.6083916083916084,0.521505376344086,4.935395189003437,4.9157088122605375,4999,3.8,5.0,4.935395189003437,0.19251839340218935,5.0,5.0,5.0,28.37,15.1,15.7,16.25,23.8,8.6,10.5,11.87,39,15th and 16th grade,72.52,71.81,30.59,4.4,5.639375916798835
76378480,76378588,0.0,0.0,,NaN,1432,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76384080,76384128,0.7142857142857143,0.640422077922078,4.911702577101817,4.948571428571428,8497,4.533333333333333,5.0,4.911702577101817,0.15496183204462502,4.933333333333334,5.0,5.0,53.78,9.6,8.0,12.32,14.0,0.82,4.7272727272727275,3.76,14,9th and 10th grade,95.56,92.69,39.55,2.6,0.6130622869133209
76380728,76380908,0.0,0.0,,NaN,2755,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76384218,76384269,0.375,0.25,4.95,4.940740740740741,3381,4.666666666666667,5.0,4.950000000000001,0.09860132971832683,4.933333333333334,5.0,5.0,38.58,11.5,9.7,26.64,34.6,9.77,6.571428571428571,6.04,10,9th and 10th grade,85.29,78.4,15.19,3.4,1.3203738313882418
76383839,76384284,0.7887323943661971,0.7070925825663238,4.875497702909647,4.858333333333334,10410,3.4,5.0,4.875497702909647,0.3330477769254568,4.933333333333334,5.0,5.0,74.39,9.2,6.3,9.21,9.4,0.97,7.2857142857142865,5.66,21,5th and 6th grade,108.76,106.12,45.09,1.9,-0.5874688914465134
76378670,76378715,0.6785714285714286,0.5763500931098696,4.951211631663974,4.943859649122807,7804,4.6,5.0,4.951211631663974,0.09084785963422555,4.933333333333334,5.0,5.0,39.09,9.4,9.5,22.16,23.1,0.63,4.333333333333333,2.86,7,9th and 10th grade,85.8,81.53,21.92,2.9,-3.090698966294388
