,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10185658262541611,0.16584300870579277,0.17441044292617405,0.1858458829528468
vocab_coverage,0.118663481842824,0.19912542435224823,0.19734539185144434,0.21536750194944715
ave_readability,0.037456163285730926,0.04117640459361212,0.03912137748678898,0.04070994548455037
ave_readability2,0.038074325222290734,0.042037322147197555,0.030961010435937325,0.03220761664095576
length,1276.129,1466.969,4306.888,3918.56
min,0.5672,0.6954301075268816,0.49185360094450997,0.5041617122473246
max,0.0,0.0,0.0008658008658008659,0.0008719778042013477
mean,0.037456163285730835,0.04117640459361205,0.03912137748678894,0.04070994548455033
std,0.08254094395940272,0.09926191417493842,0.08505937006909946,0.08885884277614348
q1,0.05135000000000001,0.05426747311827956,0.05161353797717433,0.05210067380103048
median,0.004566666666666658,0.002856182795698921,0.006926406926406922,0.007213634562029327
q3,0.000549999999999999,0.00038642473118279434,0.0012593467138921682,0.0020610384462940944
FRE,25.16054,31.160550000000004,54.77478,56.74696
SMOGI,3.313,6.1484,3.9537999999999998,4.1561
FKGL,4.362799999999999,5.147,10.1379,10.357899999999999
CLI,7.001,9.265039999999999,13.92102,16.29353
ARI,8.4208,10.364799999999999,14.823799999999999,16.571199999999997
DCRS,2.06011,2.0498499999999997,6.635320000000001,6.6706199999999995
LWF,4.858483572898549,5.358696627065745,5.444490572867436,5.520006592958456
GFI,3.5041499999999997,3.95489,6.267600000000001,6.23375
DW,21.168,25.9,19.961,21.047
TS,4.221,4.208,6.719,6.773
FH,18.584090000000003,22.734090000000002,41.68642,43.003029999999995
SP,18.875400000000003,22.944209999999998,37.291059999999995,38.49545
GP,12.162709999999999,15.26731,22.444370000000003,26.1508
CF,1.3781999999999999,1.8360999999999998,1.9631999999999998,2.0711
NERF,2.9508915586183626,5.081429560614864,7.9305785271010265,8.348543334446957
