,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5526268016663812
vocab_coverage,0.5664422096179993
ave_readability,4.924242384235458
ave_readability2,4.915633624155165
length,5600.361
min,3.9844155844155846
max,4.999134199134199
mean,4.924242384235458
std,0.17444155501865108
q1,4.939039748130657
median,4.993467138921685
q3,4.998740653286108
FRE,63.22712999999999
SMOGI,9.083400000000001
FKGL,8.981
CLI,13.37894
ARI,19.861900000000002
DCRS,3.9966500000000003
LWF,8.216474358116612
GFI,8.254
DW,19.273
TS,10.206
FH,99.48351
SP,64.85419999999999
GP,21.898949999999996
CF,2.8931000000000004
NERF,1.4380305244121359
