QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.7090909090909091,0.7475728155339806,4.9246753246753245,4.919658119658119,649,4.0,5.0,4.924675324675325,0.15840133854239682,4.933333333333334,5.0,5.0,55.24,13.0,9.5,12.47,13.2,8.21,11.166666666666666,8.9,14,12th and 13th grade,94.52,90.9,39.38,3.2,3.1546511037782823
76378408,76378435,0.6904761904761905,0.7616822429906542,4.901431492842536,4.944827586206896,1421,3.6666666666666665,5.0,4.901431492842536,0.2925419165079277,5.0,5.0,5.0,85.99,7.7,3.9,7.17,9.4,7.75,8.333333333333334,5.86,20,7th and 8th grade,117.93,115.74,48.6,1.0,3.338625438351672
76378340,76378439,0.6346153846153846,0.6413043478260869,4.9468926553672325,4.93939393939394,789,4.2,5.0,4.946892655367232,0.16548947475567014,5.0,5.0,5.0,32.19,12.5,12.2,23.71,22.3,9.71,10.416666666666666,9.38,18,9th and 10th grade,78.87,75.41,20.86,4.4,3.774295888267538
76378344,76378496,0.65,0.7049180327868853,4.944186046511628,4.947008547008548,680,4.6,5.0,4.9441860465116285,0.09198385720428735,4.933333333333334,5.0,5.0,68.47,8.5,6.5,10.48,10.6,8.22,5.222222222222222,6.09,9,8th and 9th grade,105.31,102.66,42.83,2.1,1.5479143211544315
76378323,76378505,0.7543859649122807,0.8317757009345794,4.940823970037453,4.927131782945737,670,3.8,5.0,4.940823970037453,0.19078344352122603,5.0,5.0,5.0,51.78,9.4,10.9,13.87,15.8,8.34,11.2,10.23,19,10th and 11th grade,91.05,89.17,36.31,3.3,1.4184501581708062
76378468,76378523,0.7647058823529411,0.9051321928460342,4.88745704467354,4.9213675213675225,7225,3.066666666666667,5.0,4.88745704467354,0.2951937539872733,4.933333333333334,5.0,5.0,71.65,10.2,7.4,8.47,9.6,1.22,5.625,6.8,19,6th and 7th grade,106.01,100.98,45.88,2.4,-0.7890134784293492
76378419,76378558,0.6730769230769231,0.6312769010043041,4.8559090909090905,4.85904761904762,6211,3.8666666666666663,5.0,4.855909090909091,0.3024402968350591,4.933333333333334,5.0,5.0,14.32,10.4,12.8,28.42,32.8,4.86,4.916666666666667,2.78,19,4th and 5th grade,68.41,63.5,11.11,4.1,2.569201213522895
76383950,76384028,0.6813186813186813,0.69375,4.923123123123124,4.896774193548389,3103,3.4,5.0,4.9231231231231245,0.24140035208309388,4.933333333333334,5.0,5.0,25.19,13.9,14.9,20.65,24.0,7.29,22.666666666666668,10.18,37,14th and 15th grade,71.83,69.45,24.58,4.8,3.9677210139331613
76380624,76380646,0.6170212765957447,0.7403846153846154,4.944155844155844,4.922988505747127,10406,3.733333333333333,5.0,4.944155844155843,0.19552392664823293,5.0,5.0,5.0,55.44,11.3,9.5,12.12,12.6,1.39,7.111111111111111,6.92,39,9th and 10th grade,94.72,91.54,39.98,3.1,-0.03840151301200834
76380600,76380785,0.7096774193548387,0.7464114832535885,4.917521367521368,4.898484848484848,1588,2.7333333333333334,5.0,4.917521367521368,0.31632795015703485,4.933333333333334,5.0,5.0,43.8,10.6,9.8,15.81,16.2,6.78,7.571428571428571,6.23,22,10th and 11th grade,88.03,82.6,34.18,3.6,4.4648827747519455
