,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6735298093037241
vocab_coverage,0.698702643703111
ave_readability,4.91923150687041
ave_readability2,4.908000981205243
length,1009.199
min,3.937133333333333
max,5.0
mean,4.91923150687041
std,0.19537627250900094
q1,4.942866666666667
median,4.999866666666667
q3,5.0
FRE,50.12372
SMOGI,11.592
FKGL,10.835799999999999
CLI,13.748419999999998
ARI,16.1097
DCRS,9.26583
LWF,11.356978073315576
GFI,10.495849999999999
DW,24.752
TS,10.816
FH,90.17845000000001
SP,86.86018
GP,36.22489
CF,3.2906000000000004
NERF,4.2979521071497295
