,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.019696745999443745,0.05212337341783414,0.01588301064828966,0.032004115243611166
vocab_coverage,0.025198822746388225,0.06805280772834504,0.025753893923347284,0.05408837891842623
ave_readability,0.00327627576809719,0.004111161949657249,0.0017609090924677782,0.002277710205085715
ave_readability2,0.0029313572491925185,0.003788642148147199,0.0013631443559305263,0.0016683393239545422
length,6380466.209,6682526.463,4971190.574,5738051.147
min,0.61772,0.8086648745519713,0.37977777777777777,0.5075244444444444
max,0.0,0.0,0.0,0.0
mean,0.0032762757680971817,0.004111161949657249,0.0017609090924677736,0.0022777102050857046
std,0.013598371867181644,0.020055609479792662,0.008351530711897785,0.011567545752851198
q1,0.008088333333333341,0.0084655017921147,0.004867500000000009,0.005380000000000006
median,0.0008355555555555548,0.0004368279569892472,6.333333333333312e-05,5.44444444444443e-05
q3,7.583333333333305e-05,4.6202956989246985e-05,0.0,0.0
FRE,1967.6600193,2505.8721935999997,1322.2486259999998,1720.7426314
SMOGI,29.168599999999998,63.312180000000005,13.479599999999998,21.440129999999996
FKGL,76.85335,68.41363,36.553979999999996,42.487970000000004
CLI,155.2700557,211.91829609999996,114.86040949999999,158.40850079999998
ARI,232.06499,247.81278999999998,136.47503,183.38989999999998
DCRS,10.1583059,10.2816753,3.7946686,5.577356399999999
LWF,75.02402623015266,81.72409450528056,60.10379227216412,57.317690257051005
GFI,58.0087342,36.6918646,21.043967799999997,23.7006517
DW,1021.832,1201.86,623.572,809.43
TS,76.643,42.422,25.971,26.423
FH,1125.2444166,1324.7850693999999,695.4343603000001,879.5065399
SP,1181.0125449000002,1343.1659404,732.5579815,930.5313208000001
GP,471.67378879999995,586.1673748,336.8856014,454.2943196
CF,5.61927,8.94886,3.4743600000000003,4.51985
NERF,15.272458957847414,31.714532579413845,14.469659565282214,27.813171480315155
