,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.01923120945428086,0.04920008362699844,0.10389503067123275,0.11362344525394112
vocab_coverage,0.02494080641447869,0.06593855626637725,0.11349667493909872,0.1245368702850487
ave_readability,0.0032237582061507785,0.003968844127423908,0.010136984937304626,0.012964261270863755
ave_readability2,0.0028909912775831135,0.0036385246989858403,0.0034496817425741125,0.004915151631335044
length,6412160.559,6745870.413,27606897.274,21385202.617
min,0.61772,0.8086648745519713,0.46721043140518803,0.5594430235862461
max,0.0,0.0,5.54861978082948e-06,0.00011935208866155135
mean,0.0032237582061507776,0.003968844127423908,0.01013698493730463,0.012964261270863767
std,0.013412679246462911,0.019694614548367913,0.016520378405282084,0.01985264993674226
q1,0.008024444444444452,0.008196684587813627,0.05549798862532946,0.06202578857630011
median,0.0008299999999999991,0.0004312275985663082,0.012835344708003883,0.01453537936913896
q3,7.583333333333305e-05,4.6202956989246985e-05,0.0017991399639339732,0.005740267121341292
FRE,1949.5437656999998,2549.258573,63336.9126547,145684.2816803
SMOGI,29.754080000000002,65.1583,58.30006999999999,66.33707000000001
FKGL,76.41561999999999,69.27954000000001,2549.3729399999997,4411.37611
CLI,153.5217744,215.7090098,10025.310998599998,20469.9575131
ARI,228.46711,255.77185,55628.07055,804248.39301
DCRS,10.2112022,10.136417600000001,64.8709295,84.18373480000001
LWF,76.48972497433718,84.08694352595633,161.03786199309596,298.94305995803836
GFI,57.966722399999995,36.70289,1529.4074693,1793.584344
DW,1021.832,1201.86,798.05,903.11
TS,74.364,43.513,1477.645,2543.885
FH,1115.6483747999998,1346.6917833999998,37163.0023014,79682.9056823
SP,1165.2845196,1363.4251758999997,36870.1410152,82372.70988349999
GP,465.576981,595.5166125999999,28945.332661500004,58487.968007699994
CF,5.57963,9.12344,159.41894,427.42503000000005
NERF,15.988437054056986,34.870741181402344,2418.9250949155276,2841.1666581463023
