,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.44702260053679643
vocab_coverage,0.4556426042372035
ave_readability,4.898293538328245
ave_readability2,4.9004344555647785
length,4266.01
min,4.083972719522592
max,4.99923273657289
mean,4.898293538328245
std,0.18820663115935146
q1,4.883184143222507
median,4.973231031543053
q3,4.9898976982097185
FRE,-33.29355
SMOGI,7.2448999999999995
FKGL,25.3894
CLI,46.96421000000001
ARI,94.3881
DCRS,6.2201
LWF,10.481209280848711
GFI,13.469929999999998
DW,13.732
TS,18.819
FH,27.46165
SP,-21.32301
GP,-44.21116
CF,7.881900000000001
NERF,6.048145767757978
