,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.42596273849416905
vocab_coverage,0.42248192328109213
ave_readability,4.893826826919542
ave_readability2,4.896843845488983
length,5309.517
min,3.971868497711194
max,4.999916770703288
mean,4.893826826919542
std,0.2043364567067277
q1,4.880649188514357
median,4.97665418227216
q3,4.994964627548898
FRE,-3.1999899999999997
SMOGI,8.8385
FKGL,20.2195
CLI,36.43782
ARI,59.9285
DCRS,5.62553
LWF,8.958279910705912
GFI,11.72992
DW,17.806
TS,16.207
FH,49.98116
SP,4.254620000000001
GP,-24.18114
CF,6.296
NERF,5.912661160273339
