,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5218752865806164
vocab_coverage,0.5348789311653188
ave_readability,4.9166547206119695
ave_readability2,4.907869739397024
length,1164.153
min,3.9562897077509582
max,4.997035154595511
mean,4.916654720611968
std,0.18878558729911676
q1,4.936658195679814
median,4.994832698009319
q3,4.996569250317662
FRE,74.02563999999971
SMOGI,8.66270000000001
FKGL,6.452800000000019
CLI,9.135829999999977
ARI,15.121699999999988
DCRS,8.146929999999996
LWF,8.344464262126769
GFI,8.382769999999997
DW,21.361
TS,8.733
FH,108.37112999999965
SP,67.15241000000003
GP,26.25763000000001
CF,2.1524000000000023
NERF,2.83879863757566
