,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.01923120945428087,0.04920008362699851,0.10082597973554207,0.1057490238766578
vocab_coverage,0.024940806414478645,0.06593855626637718,0.10465328593341439,0.11433987435171371
ave_readability,0.0032237582061507776,0.003968844127423912,0.004290326291236989,0.004543196257882623
ave_readability2,0.0028909912775831105,0.0036385246989858325,0.0036509429107585696,0.003740222698676334
length,6412160.559,6745870.413,3107181.266,3274163.826
min,0.6177199999999992,0.808664874551971,0.3929295496258653,0.44471551602428405
max,0.0,0.0,0.002332345051531837,0.002332345051531837
mean,0.0032237582061507824,0.003968844127423934,0.004290326291236993,0.004543196257882632
std,0.01341267924646291,0.019694614548367902,0.009860052765822911,0.011073572087314666
q1,0.008024444444444428,0.008196684587813603,0.008807708598051658,0.009044543272624578
median,0.0008299999999999982,0.0004312275985663083,0.002826485952280105,0.002820838627700125
q3,7.583333333333307e-05,4.6202956989246985e-05,0.0024156430890865453,0.0024156430890865453
FRE,1949.5437657000014,2549.2585729999987,6648.686420599998,6758.422412899999
SMOGI,29.754080000000002,65.15830000000001,44.36783000000004,46.774600000000014
FKGL,76.41562000000005,69.27954,177.93304999999995,179.3007899999999
CLI,153.52177439999994,215.70900980000013,332.20181030000003,344.8020166
ARI,228.46711000000002,255.77184999999952,217.70892999999967,231.92284999999984
DCRS,10.211202200000011,10.136417599999993,37.1431295,37.68691690000001
LWF,76.48972497433725,84.08694352595624,86.69685223449217,87.70662217032731
GFI,57.96672240000005,36.70289000000003,46.950953799999965,47.95737999999996
DW,1021.832,1201.86,644.649,704.997
TS,74.364,43.513,56.131,56.592
FH,1115.6483747999998,1346.6917834,3578.4458051000056,3626.2657807000023
SP,1165.2845196,1363.4251758999985,2199.7361496999993,2252.2756284999987
GP,465.57698100000033,595.5166125999998,622.1312999999999,654.8339710000002
CF,5.5796300000000025,9.123440000000004,17.104620000000033,17.403740000000017
NERF,15.988437054056972,34.87074118140234,41.284572170425584,46.639762797904666
