,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5436227596654309
vocab_coverage,0.56513196550846
ave_readability,4.922722925095585
ave_readability2,4.912658794653349
length,952.996
min,4.0222502099076385
max,4.998488664987406
mean,4.922722925095585
std,0.18204828821611904
q1,4.948278757346783
median,4.997061293031067
q3,4.998110831234257
FRE,79.30809999999967
SMOGI,7.993300000000005
FKGL,5.859300000000012
CLI,8.148679999999954
ARI,14.168299999999997
DCRS,7.806639999999996
LWF,8.508218037518034
GFI,8.521929999999985
DW,18.286
TS,8.444
FH,111.9456999999995
SP,69.48436000000001
GP,28.097149999999992
CF,2.276399999999998
NERF,2.245142288368203
