,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5112920995989007
vocab_coverage,0.5211852933924723
ave_readability,4.915918255593521
ave_readability2,4.908042620096289
length,1213.115
min,3.9572628043660787
max,4.998488664987406
mean,4.915918255593522
std,0.19378416046353425
q1,4.938664987405558
median,4.996893366918557
q3,4.998110831234257
FRE,72.5199199999996
SMOGI,8.636900000000002
FKGL,6.707600000000012
CLI,10.25259999999999
ARI,16.644
DCRS,8.028839999999995
LWF,8.590882624891442
GFI,8.416739999999981
DW,21.85
TS,8.99
FH,107.25072999999955
SP,64.65762999999993
GP,24.545169999999988
CF,2.6175999999999986
NERF,3.071818924676738
