,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.7323530444183153
vocab_coverage,0.786428968190578
ave_readability,4.9324034179865945
ave_readability2,4.914504317827701
length,1413.244
min,3.8972666666666664
max,5.0
mean,4.9324034179865945
std,0.17800085251745965
q1,4.96835
median,4.999733333333333
q3,5.0
FRE,58.21507
SMOGI,11.6273
FKGL,10.2625
CLI,10.82827
ARI,13.477799999999998
DCRS,7.80598
LWF,11.820639094239093
GFI,10.693480000000001
DW,28.465
TS,10.247
FH,95.24769
SP,92.2105
GP,40.77081999999999
CF,2.8790999999999998
NERF,2.600597195388822
