,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.01923120945428086,0.04920008362699844,0.012193851059122435,0.024220864785192798
vocab_coverage,0.02494080641447869,0.06593855626637725,0.023929984976558957,0.0502219150337703
ave_readability,0.003223758206150784,0.0039688441274239065,0.0015974096823421495,0.00222096166487446
ave_readability2,0.0028909912775831113,0.003638524698985834,0.00126938857413704,0.0015313999286734633
length,6412160.559,6745870.413,2163642.514,2369818.019
min,0.61772,0.8086648745519713,0.36052444444444437,0.44928888888888885
max,0.0,0.0,0.0,0.0
mean,0.0032237582061507776,0.003968844127423908,0.0015974096823421582,0.0022209616648744693
std,0.013412679246462911,0.019694614548367913,0.007860874109079881,0.010629478956735246
q1,0.008024444444444452,0.008196684587813627,0.004061388888888891,0.005176111111111114
median,0.0008299999999999991,0.0004312275985663082,7.555555555555549e-05,7.555555555555549e-05
q3,7.583333333333305e-05,4.6202956989246985e-05,0.0,0.0
FRE,1949.5437656999998,2549.258573,759.9174165000001,1175.3422080999999
SMOGI,29.754080000000002,65.1583,9.94129,11.53195
FKGL,76.41561999999999,69.27954000000001,25.06124,30.155259999999995
CLI,153.5217744,215.7090098,65.427716,111.9365349
ARI,228.46711,255.77185,85.82979999999999,125.35986000000001
DCRS,10.2112022,10.136417600000001,5.7616142,7.3319616000000005
LWF,76.48972497433718,84.08694352595633,53.02451923997739,54.23656536128968
GFI,57.966722399999995,36.70289,17.2621765,19.5310323
DW,1021.832,1201.86,403.824,502.059
TS,74.364,43.513,33.597,31.569
FH,1115.6483747999998,1346.6917833999998,415.2267517,598.9044475000001
SP,1165.2845196,1363.4251758999997,434.37199970000006,636.4611805999999
GP,465.576981,595.5166125999999,191.5116844,310.61996109999995
CF,5.57963,9.12344,2.0911500000000003,3.24111
NERF,15.988437054056986,34.870741181402344,20.234275161648046,33.40789282640142
