,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6578791612341528
vocab_coverage,0.6879271322823417
ave_readability,4.916558020412817
ave_readability2,4.901990507525421
length,1428.607
min,3.86
max,5.0
mean,4.916558020412817
std,0.19939029925688112
q1,4.938733333333333
median,4.999933333333334
q3,5.0
FRE,47.59774
SMOGI,12.3083
FKGL,11.1989
CLI,14.494439999999999
ARI,17.2895
DCRS,9.09768
LWF,11.70845750915751
GFI,10.550379999999999
DW,33.527
TS,11.141
FH,88.37325999999999
SP,84.9634
GP,35.025960000000005
CF,3.4671000000000003
NERF,5.156919127860983
