,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.3450504079144552,0.03094254027998341,0.46966210215306353,0.1888074110204822
vocab_coverage,0.4199226359741189,0.07198090573776134,0.4851848972511351,0.24805081922150102
ave_readability,0.3383363823851923,0.14543295298946465,0.5125993657571566,0.35792194729020943
ave_readability2,0.2195121511467866,0.11421672173939884,0.39784258893264685,0.30320470733278815
length,0.20331662964776673,0.056111852808006554,0.41403384192629017,0.0815260212378925
min,0.20307709654470923,0.10691918088844313,0.33394377126244135,0.24972945819958686
max,,,,
mean,0.3383419404725801,0.14544075439426735,0.5126354384008758,0.3579930896818144
std,0.30535487074565165,0.15157766038381082,0.4846102126102126,0.3460330420330421
q1,0.29145193828718663,0.1148896576343288,0.4114515139774781,0.2856279790896583
median,0.027866504874792353,-0.015696223648179367,0.31479751826215635,
q3,,,,
FRE,0.4282009898911455,0.06959353240696191,0.49217055905135476,0.25220471022707835
SMOGI,0.27287966468790914,0.06846316923830792,0.44824238698346547,0.2907482217036696
FKGL,0.38896037537418976,0.07120945069306102,0.4221786180183834,0.17204933302111786
CLI,0.47146653414147327,0.05670515972709852,0.5411240894182149,0.29538498126198337
ARI,0.35236401460925065,0.026217578700512202,0.3906150290556492,0.13299664152825866
DCRS,0.32443750469863275,0.0638928867949718,0.3480326920377294,0.11455226619303768
LWF,0.30152245235199554,0.0810746058862822,0.33414014883101684,0.17783232447426464
GFI,0.34985664921615955,0.08778955422318455,0.4339594927579853,0.20808559282162195
DW,0.26142344985080795,0.11832340374469467,0.5092800778560896,0.2897199133651552
TS,0.25494350819441075,0.023463157803080968,0.29289212545912163,0.1239760201137259
FH,0.41563003306937685,0.06905899292731232,0.46473845841667294,0.22197849453729232
SP,0.4214112169572195,0.06937592979083329,0.47711978960701007,0.230471560747489
GP,0.4423406423474144,0.043945850093266715,0.496968559476351,0.2509780351030477
CF,0.44682283822148566,0.09172654084679377,0.5443400304626903,0.3014592630041689
NERF,0.2517496805049295,-0.0035767961884283885,0.40473837273837276,0.09933830733830736
