,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.7318166071819795
vocab_coverage,0.7821451599051676
ave_readability,4.926840190224918
ave_readability2,4.910496663412945
length,913.086
min,4.007066666666667
max,5.0
mean,4.926840190224918
std,0.178152137082673
q1,4.951466666666668
median,5.0
q3,5.0
FRE,57.48815000000001
SMOGI,11.648
FKGL,10.361600000000001
CLI,10.7977
ARI,13.2719
DCRS,8.482009999999999
LWF,11.875469426406926
GFI,11.355039999999999
DW,25.096
TS,10.706
FH,94.73442
SP,91.67076999999999
GP,40.914660000000005
CF,2.9621000000000004
NERF,2.9571420038966254
