,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10679073723178904,0.18665249136806233,0.08190299673298779,0.1343317955690398
vocab_coverage,0.12215125573122956,0.21842114425362819,0.11433132094652969,0.1924674824556437
ave_readability,0.039482889839092136,0.044813063662633455,0.029170918694955444,0.03435956302447467
ave_readability2,0.03993179100768944,0.04521567778093987,0.0296002219400667,0.03205623749154073
length,1235.017,1386.241,971.184,1137.801
min,0.569,0.6967741935483871,0.4122,0.49726666666666663
max,0.0,0.0,0.0,0.0
mean,0.03948288983909211,0.04481306366263345,0.02917091869495544,0.03435956302447464
std,0.08605892419422001,0.1053691839848429,0.06500597140480337,0.07877566893687
q1,0.053633333333333345,0.05762768817204301,0.03941666666666669,0.04368333333333334
median,0.004799999999999992,0.0030241935483870924,0.000633333333333332,0.0006999999999999984
q3,0.000549999999999999,0.00038642473118279434,0.0,0.0
FRE,26.08137,32.255199999999995,20.13006,24.14109
SMOGI,3.5101999999999998,6.1996,2.3795,2.8374
FKGL,4.597899999999999,5.4825,3.5983,4.0368
CLI,7.29367,9.412049999999999,5.644429999999999,7.329470000000001
ARI,8.839900000000002,10.8549,7.234100000000001,8.7103
DCRS,2.10219,2.1403499999999998,1.38351,1.7438399999999998
LWF,5.444408100731771,6.100095073300826,4.902110737538549,5.085763900307152
GFI,3.6550199999999995,4.14356,2.8061100000000003,3.49173
DW,19.856,23.558,15.289,17.116
TS,4.427,4.46,3.386,3.541
FH,19.34288,23.72074,14.99442,17.58116
SP,19.803549999999998,24.13538,15.20317,17.972480000000004
GP,12.64064,15.725439999999999,9.79681,12.390270000000001
CF,1.4307,1.89,1.0633000000000001,1.2539
NERF,2.820566356759218,4.482677909896884,2.4675258519520464,4.061409048222646
