,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10518884863570505,0.1799648312340232,0.12031199017124208,0.15145351442393315
vocab_coverage,0.12130723287609738,0.21408958060750063,0.14880561682406582,0.2024190060184288
ave_readability,0.03903436392259056,0.04386997116151801,0.03961250216944433,0.04390204086526255
ave_readability2,0.039552071940086524,0.04404586692490194,0.03312860001509464,0.03672205492250663
length,1243.833,1405.247,3802.495,2768.452
min,0.569,0.6967741935483871,0.4424623994403637,0.541305114638448
max,0.0,0.0,0.0002098635886673664,0.0
mean,0.03903436392259053,0.043869971161517994,0.03961250216944434,0.04390204086526257
std,0.0854851740178641,0.1043243705958571,0.08196970737021914,0.09575661074493692
q1,0.053300000000000014,0.05631720430107527,0.05671563483735572,0.05756613756613754
median,0.004699999999999992,0.0029233870967741893,0.004651976215459945,0.004126984126984123
q3,0.000549999999999999,0.00038642473118279434,0.0018188177684505071,0.001622574955908289
FRE,25.87793,32.89244,45.8583,54.835730000000005
SMOGI,3.5262,6.29,3.2046000000000006,4.0918
FKGL,4.575,5.5506,8.467099999999999,10.164099999999998
CLI,7.205679999999999,9.5999,12.51625,17.013180000000002
ARI,8.7275,11.171700000000001,15.1965,19.7362
DCRS,2.10432,2.1217799999999998,4.9114700000000004,4.94536
LWF,5.570793091579417,6.203120692147922,5.823618538595144,6.248861247654118
GFI,3.65186,4.145519999999999,5.74993,6.34104
DW,19.856,23.558,15.461,18.479
TS,4.398,4.517,6.601,7.145
FH,19.190160000000002,24.152260000000002,34.754929999999995,41.59602
SP,19.59676,24.477330000000002,33.92525,40.586349999999996
GP,12.504700000000001,16.01782,22.04323,29.10415
CF,1.4206999999999999,1.9212,1.9938999999999998,2.4858000000000002
NERF,2.8949988845152066,4.782030113744171,6.084197075345942,7.36596547573396
