,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5868376007745685
vocab_coverage,0.5783545780779537
ave_readability,4.91940080763864
ave_readability2,4.916228233998637
length,6144.573
min,4.151355156634987
max,4.9977472720872935
mean,4.919400807638639
std,0.15624552378351533
q1,4.916508271735305
median,4.984336501231961
q3,4.992185850052799
FRE,-44.74692999999999
SMOGI,9.200700000000001
FKGL,30.078400000000002
CLI,106.72778
ARI,162.77689999999998
DCRS,18.321089999999998
LWF,11.12503392323081
GFI,18.18481
DW,18.115
TS,22.721
FH,15.627660000000008
SP,4.434750000000004
GP,-132.55704
CF,6.697100000000001
NERF,9.021157820061001
