,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.018337569528319053,0.04418227211181292,0.051627438646262874,0.052247591368694994
vocab_coverage,0.024152223614605516,0.059231041773348765,0.06767288631961156,0.06866277254204352
ave_readability,0.003076107040735194,0.003546683614085189,0.009637664292889994,0.009552615387492525
ave_readability2,0.0027710614040652956,0.003379528768282981,0.004175589587453323,0.004239629237996646
length,6513301.835,6940694.505,30559028.942,28845527.556
min,0.61456,0.8068189964157706,0.5973718174351755,0.627900973835504
max,0.0,0.0,0.0018678868942860506,0.001872580077437523
mean,0.0030761070407351893,0.003546683614085185,0.009637664292889985,0.009552615387492518
std,0.012562704955549989,0.018143152663355484,0.019188308133378938,0.019724164917542985
q1,0.008373055555555562,0.00804015456989248,0.03369177519652705,0.03191393875395988
median,0.0008077777777777769,0.00042226702508960573,0.008505221166256011,0.00866361609761821
q3,7.583333333333305e-05,4.6202956989246985e-05,0.004430951542883962,0.004522468614337675
FRE,1868.4335942000002,2320.9553353,738358.7500016002,741922.6459516
SMOGI,26.415239999999997,61.85378000000001,42.16229,43.627669999999995
FKGL,73.18932000000001,59.18826,16267.21893,16445.85079
CLI,145.9805387,200.2858873,536738.2134370999,537022.3126032001
ARI,219.92665999999997,223.08426,1235207.91408,1235659.8569500002
DCRS,10.2064293,9.4360725,158351.50947559997,158352.3681939
LWF,56.808746358307964,56.4255585549628,181.70809917313622,191.912633204463
GFI,56.13865749999999,31.2654219,2289.4360557,2416.4742994
DW,1063.903,1293.141,802.358,850.853
TS,73.696,38.077,15041.969,15057.914
FH,1070.3802044000001,1208.5059562,378867.3080355998,381089.5578441999
SP,1115.7039180000002,1229.2866849,406536.7120959,408835.8431121001
GP,444.38662000000005,545.5799554000001,1512473.8956879,1513371.1551507001
CF,5.3488999999999995,8.54011,2369.18878,2378.1329499999997
NERF,15.28471641180302,35.71669351802086,2313.1027883015026,2322.6680085238336
