,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6848276834341155
vocab_coverage,0.726804819654683
ave_readability,4.93602262458564
ave_readability2,4.921699857684495
length,2230.053
min,4.014076455877099
max,5.0
mean,4.93602262458564
std,0.16746654964620883
q1,4.968256520185781
median,4.999071096820293
q3,4.999642729546266
FRE,67.63076000000001
SMOGI,9.9588
FKGL,8.231399999999999
CLI,9.85348
ARI,13.042
DCRS,6.3544
LWF,9.78148474393254
GFI,8.90563
DW,20.096
TS,9.025
FH,102.78329
SP,86.01735000000001
GP,36.76865
CF,2.6244
NERF,1.6239123395038282
