,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34492325629408344,0.031927929940396484,0.36793019215365785,0.24235394104946414
vocab_coverage,0.4138761537795672,0.06800376101624171,0.39647229642864884,0.2791966138922611
ave_readability,0.3368667176050074,0.14499901248251792,0.45943005864870445,0.3874709888266512
ave_readability2,0.2212065293547087,0.1143626089014551,0.4191156973302199,0.3397171424282812
length,0.20331662964776673,0.056111852808006554,0.27204016904249867,0.18645566223941665
min,0.20322299781888456,0.10666542282061989,0.35668623900636304,0.2771684477400529
max,,,,
mean,0.3369197805045026,0.14504643351644225,0.45943514089273896,0.3875041796644505
std,0.3065574941034134,0.15204799501153363,0.4513900130671274,0.37844724772926275
q1,0.28843540888926944,0.11302068507465421,0.37585808267581144,0.276826683086963
median,0.0411559627577507,-0.012796453755033271,0.21423349463793084,0.21492597887224746
q3,,,,
FRE,0.4263204037423694,0.06606834824555957,0.4710233339686274,0.31085644493056297
SMOGI,0.2745559648838505,0.0719778733300166,0.4086263833873624,0.2684806789468216
FKGL,0.3860705819541602,0.0681144868945126,0.4248028550125203,0.2663735259033329
CLI,0.47374020159782043,0.05842559715104642,0.49949989539180456,0.33977355000794085
ARI,0.3543345830642611,0.02989232123401479,0.40064760643117264,0.2602515826301892
DCRS,0.32068443730248375,0.06385699616421191,0.23229948754773183,0.15508834593289297
LWF,0.29767466008309373,0.08503678363979279,0.26539382672321055,0.15536551234772591
GFI,0.3465328274040892,0.08937067256802553,0.3040132583461227,0.16410892819768433
DW,0.2629023949241971,0.11901915383436493,0.26279681436223457,0.16643147612606016
TS,0.27388156630115695,0.05265711041633851,0.29228226562852433,0.21632742139221556
FH,0.41311665711793893,0.0642251298613635,0.4561725777898067,0.29880836914909525
SP,0.4252145247472004,0.07316043238436509,0.4402844673140274,0.28617428722738286
GP,0.44617708613284085,0.046709179479978755,0.43951941057492205,0.2946152657352138
CF,0.4466861193396672,0.0929726822441577,0.5234891479212793,0.35139844867040265
NERF,0.24555492029158502,-0.00926569085012412,0.23597075560482136,0.11142308892118545
