QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.9333333333333333,0.9231664726426076,4.950021017234132,4.952380952380953,11632,4.666666666666667,5.0,4.950021017234132,0.09472014844786775,4.933333333333334,5.0,5.0,50.84,8.8,9.2,16.63,14.0,0.65,6.25,4.8,5,8th and 9th grade,92.6,90.98,32.79,3.1,-0.9045111179789016
76378408,76378435,0.7272727272727273,0.721596724667349,4.8435933806146565,4.9350000000000005,7298,3.6666666666666665,5.0,4.843593380614657,0.3937698565265026,4.933333333333334,5.0,5.0,61.02,11.3,7.3,14.13,14.8,5.2,5.555555555555555,4.51,27,14th and 15th grade,100.33,97.27,36.63,2.4,0.585059880659081
76378340,76378439,0.6666666666666666,0.6666666666666666,4.8,4.8,5817,4.6,5.0,4.8,0.2000000000000002,4.6,4.8,5.0,-415.06,0.0,188.2,13.2,256.5,23.4,50.0,188.4,1,187th and 188th grade,-375.59,-368.01,-118.16,4.7,260.2108550888758
76378344,76378496,1.0,1.0,5.0,5.0,5452,5.0,5.0,5.0,0.0,5.0,5.0,5.0,-387.66,0.0,171.4,19.0,235.2,20.78,50.0,167.6,0,-1th and 0th grade,-340.55,-336.77,-109.66,6.3,272.942663790691
76378323,76378505,0.5959595959595959,0.7580645161290323,4.932092198581562,4.918644067796611,2889,3.8,5.0,4.93209219858156,0.19317154152334215,4.933333333333334,5.0,5.0,70.84,9.4,7.7,11.48,13.8,7.13,7.875,7.69,32,7th and 8th grade,105.19,99.9,40.55,2.5,2.4583677471285617
76378468,76378523,1.0,1.0,4.933333333333334,4.933333333333334,4983,4.866666666666666,5.0,4.933333333333334,0.06666666666666687,4.866666666666666,4.933333333333334,5.0,-397.5,0.0,133.8,59.6,189.7,13.06,149.0,104.8,1,133rd and 134th grade,-300.41,-304.37,-122.61,16.1,-3.2930451807913164
76378419,76378558,0.75,0.6666666666666666,4.966666666666667,4.977777777777778,65,4.933333333333334,5.0,4.966666666666667,0.033333333333333215,4.933333333333334,4.966666666666667,5.0,-8.73,0.0,15.5,29.0,44.2,11.73,5.5,1.6,1,15th and 16th grade,52.76,47.09,6.5,3.7,2.6934891041660967
76383950,76384028,0.6666666666666666,0.7494553376906318,4.977713178294574,4.966666666666667,4822,4.933333333333334,5.0,4.977713178294574,0.03144973278051215,4.933333333333334,5.0,5.0,9.21,8.9,12.7,18.92,33.5,0.24,3.1875,1.2,1,12th and 13th grade,65.78,58.39,19.73,1.2,328.65721199192
76380624,76380646,0.5789473684210527,0.5196850393700787,4.937373737373737,4.957575757575757,8219,4.466666666666667,5.0,4.937373737373738,0.1490164331790709,4.933333333333334,5.0,5.0,-44.91,11.5,21.1,35.38,34.7,0.83,4.266666666666667,2.85,12,34th and 35th grade,26.41,19.05,-0.49,7.6,4.56216092473853
76380600,76380785,0.6590909090909091,0.5880503144654088,4.96349376114082,4.93793103448276,8390,4.733333333333333,5.0,4.96349376114082,0.0770715368802502,5.0,5.0,5.0,73.64,7.3,4.5,5.91,5.3,0.53,3.0,2.66,12,2nd and 3rd grade,110.52,109.93,48.8,0.4,-1.4717393738436382
76378487,76378586,0.0,0.0,NaN,NaN,2877,,,,,,,,-882.14,0.0,144.0,284.56,239.3,9.76,20.0,17.56,4,143rd and 144th grade,-574.79,-605.94,-419.43,57.4,-12.130005240514405
