,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6051077749135481
vocab_coverage,0.6364002888395359
ave_readability,4.914436777325906
ave_readability2,4.897221710896614
length,1730.558
min,3.8257071249552417
max,4.997135696383817
mean,4.914436777325906
std,0.19915482142251803
q1,4.938739706408903
median,4.995059076262084
q3,4.996992481203009
FRE,-153.94818999999993
SMOGI,11.280899999999983
FKGL,39.17239999999996
CLI,59.42636
ARI,69.11059999999995
DCRS,9.066930000000005
LWF,10.715795553058046
GFI,9.938309999999996
DW,32.445
TS,10.616
FH,-54.407689999999825
SP,-67.51473999999997
GP,-44.054180000000066
CF,14.315700000000009
NERF,4.811087433349432
