,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5794614289474339
vocab_coverage,0.5846283093948869
ave_readability,4.92260485391883
ave_readability2,4.9190265023228115
length,5596.936
min,4.326327193932828
max,4.994221740700613
mean,4.92260485391883
std,0.13366446549236763
q1,4.909299386059951
median,4.970061394005056
q3,4.991025641025642
FRE,-64.82324
SMOGI,7.1989
FKGL,41.5133
CLI,83.21176999999999
ARI,121.72359999999999
DCRS,7.879149999999999
LWF,16.63276719276442
GFI,31.98946
DW,13.849
TS,27.206
FH,-9.04077
SP,-19.331550000000004
GP,-106.64847
CF,5.331
NERF,57.87639692397413
