,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5837839845594011
vocab_coverage,0.5928870009561754
ave_readability,4.923541773006547
ave_readability2,4.919614240662958
length,5377.326
min,4.341648590021692
max,4.9941431670282
mean,4.923541773006547
std,0.13111955525221458
q1,4.909598698481561
median,4.969631236442516
q3,4.990943600867679
FRE,-64.39368
SMOGI,7.107
FKGL,41.4779
CLI,83.07003
ARI,121.5571
DCRS,7.88844
LWF,16.837960735332963
GFI,32.032469999999996
DW,13.326
TS,26.551
FH,-8.766760000000001
SP,-19.251920000000002
GP,-106.47576
CF,5.329899999999999
NERF,57.46737833617945
