,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6384144876738238
vocab_coverage,0.6542114198079424
ave_readability,4.925447646112061
ave_readability2,4.919429266971527
length,2935.139
min,3.9659352142110764
max,5.0
mean,4.925447646112061
std,0.1872552224219335
q1,4.9531347962382455
median,4.9990247300592126
q3,4.999860675722744
FRE,53.11113
SMOGI,10.52
FKGL,9.8783
CLI,14.554860000000001
ARI,18.127899999999997
DCRS,7.160360000000001
LWF,9.618278868109016
GFI,8.50548
DW,23.469
TS,10.063
FH,92.9456
SP,80.69002
GP,31.107
CF,3.2148000000000003
NERF,3.0021738445073556
