,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.018337569528319053,0.04418227211181292,0.03116257345997549,0.042547102010043594
vocab_coverage,0.024152223614605516,0.059231041773348765,0.03983872255955216,0.06276269982172095
ave_readability,0.0030761070407351997,0.0035466836140851973,0.0024882351953890323,0.0028346704508397866
ave_readability2,0.002771061404065294,0.003379528768282973,0.0015506286925939913,0.0019373718491964935
length,6513301.835,6940694.505,10077436.868,7262950.197
min,0.61456,0.8068189964157706,0.422533379774759,0.5205171208944793
max,0.0,0.0,0.0,0.0
mean,0.0030761070407351893,0.003546683614085185,0.0024882351953890254,0.002834670450839777
std,0.012562704955549989,0.018143152663355484,0.01101293918633293,0.013471753781500909
q1,0.008373055555555562,0.00804015456989248,0.00859195402298851,0.006950559049615656
median,0.0008077777777777769,0.00042226702508960573,0.00022291884360849855,0.0001910086186815744
q3,7.583333333333305e-05,4.6202956989246985e-05,1.8576570300708347e-05,1.8634987188446424e-05
FRE,1868.4335942000002,2320.9553353,4030.8728794,4502.8437403
SMOGI,26.415239999999997,61.85378000000001,15.36334,21.485169999999997
FKGL,73.18932000000001,59.18826,109.67192000000001,131.98396999999997
CLI,145.9805387,200.2858873,514.0206109,579.660981
ARI,219.92665999999997,223.08426,550.4399599999999,622.55746
DCRS,10.2064293,9.4360725,60.4063005,61.456209099999995
LWF,56.808746358307964,56.4255585549628,35.40478769423363,41.86881963099172
GFI,56.13865749999999,31.2654219,37.5117062,57.350101200000005
DW,1063.903,1293.141,587.102,742.512
TS,73.696,38.077,92.387,105.279
FH,1070.3802044000001,1208.5059562,2157.2096776,2436.3286935000006
SP,1115.7039180000002,1229.2866849,1936.8630180000002,2222.5859206000005
GP,444.38662000000005,545.5799554000001,1441.4736019,1627.5020161999996
CF,5.3488999999999995,8.54011,7.23325,8.44492
NERF,15.28471641180302,35.71669351802086,39.07838571432566,50.80705513501823
