QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.7586206896551724,0.8287037037037037,4.942644320297951,4.919191919191919,1309,4.133333333333334,5.0,4.942644320297951,0.12950829800575256,5.0,5.0,5.0,47.42,15.0,12.5,11.2,14.4,7.26,15.0,12.3,30,14th and 15th grade,86.67,85.77,39.74,3.4,2.1500991004248755
76378408,76378435,0.7796610169491526,0.78,4.958974358974361,4.936231884057972,552,3.6666666666666665,5.0,4.958974358974359,0.1591396989659785,5.0,5.0,5.0,69.52,11.6,8.2,9.34,10.9,8.12,11.5,11.31,15,11th and 12th grade,103.87,100.48,44.15,2.4,2.623332624189251
76378340,76378439,0.6875,0.7758620689655172,4.965185185185185,4.953030303030303,656,4.6,5.0,4.965185185185185,0.08504336019851641,5.0,5.0,5.0,74.69,8.5,6.2,9.21,9.1,8.11,5.875,7.99,19,8th and 9th grade,109.07,103.92,45.21,2.1,1.9199907410889772
76378344,76378496,0.7407407407407407,0.7745664739884393,4.940298507462687,4.936666666666667,975,4.066666666666666,5.0,4.940298507462686,0.11922042428457842,4.933333333333334,5.0,5.0,69.11,10.5,8.3,8.76,10.0,7.81,11.2,10.17,23,7th and 8th grade,103.46,100.03,44.99,2.4,1.5313527516713208
76378323,76378505,0.7088607594936709,0.7415730337078652,4.943939393939395,4.92857142857143,1051,3.8,5.0,4.943939393939394,0.16953681114625058,5.0,5.0,5.0,62.48,11.4,8.8,10.09,11.0,7.43,10.5,8.74,24,10th and 11th grade,99.3,93.65,42.88,3.0,3.4267629847606003
76378468,76378523,0.792,0.7894736842105263,4.943209876543209,4.915151515151517,1761,2.8666666666666667,5.0,4.94320987654321,0.1786125804478046,5.0,5.0,5.0,82.04,8.6,5.4,7.24,8.1,6.73,6.125,6.62,22,6th and 7th grade,113.95,112.87,48.12,1.4,3.387773447690294
76378419,76378558,0.6831683168316832,0.7327586206896551,4.923921568627449,4.903381642512079,1411,3.8666666666666663,5.0,4.923921568627452,0.2032810453313429,5.0,5.0,5.0,68.57,9.6,6.5,13.96,12.3,7.81,5.2,6.67,32,6th and 7th grade,105.42,101.44,37.1,2.2,2.599971997018936
76383950,76384028,0.7931034482758621,0.8512396694214877,4.930097087378642,4.920289855072464,733,3.4,5.0,4.930097087378641,0.23007501066150354,4.933333333333334,5.0,5.0,52.26,9.4,8.6,13.03,11.6,7.74,5.1,8.39,20,8th and 9th grade,94.03,87.5,38.78,3.2,1.9450627833659277
76380624,76380646,0.7391304347826086,0.7096774193548387,4.936363636363637,4.924183006535949,855,4.266666666666667,5.0,4.9363636363636365,0.1390839768524034,4.933333333333334,5.0,5.0,69.58,9.0,6.1,8.56,6.8,7.68,4.166666666666667,6.04,23,8th and 9th grade,106.44,101.65,45.91,2.1,2.7569923515267547
76380600,76380785,0.7746478873239436,0.8285714285714286,4.933908045977011,4.90909090909091,840,3.066666666666667,5.0,4.933908045977011,0.25842074007474614,5.0,5.0,5.0,52.73,14.3,12.6,11.03,16.5,8.15,16.25,14.6,20,14th and 15th grade,89.5,86.12,38.98,3.2,1.2479327784615402
76378487,76378586,0.7019230769230769,0.7061224489795919,4.926782273603083,4.905936073059362,1338,3.6666666666666665,5.0,4.926782273603083,0.22458579470841755,5.0,5.0,5.0,81.33,8.7,5.7,5.68,7.1,7.18,6.857142857142857,6.94,18,6th and 7th grade,113.23,111.67,50.47,1.5,3.3934378907968483
76380579,76380826,0.8658536585365854,0.8983050847457628,4.939203354297693,4.889201877934274,940,3.733333333333333,5.0,4.939203354297695,0.17429240357922188,5.0,5.0,5.0,51.72,14.3,13.0,8.42,14.1,8.04,11.8,13.99,25,13th and 14th grade,88.48,86.11,42.94,3.2,1.4595206176043716
76383957,76384041,0.65,0.7142857142857143,4.953939393939394,4.898461538461539,1907,4.133333333333334,5.0,4.953939393939394,0.14034458446093132,5.0,5.0,5.0,49.75,12.8,11.6,11.66,14.4,7.33,7.428571428571429,10.83,41,11th and 12th grade,89.01,84.07,39.3,3.6,2.2263863422389427
76383902,76384109,0.6019900497512438,0.6100917431192661,4.924979114452799,4.899173553719008,4572,3.6666666666666665,5.0,4.924979114452799,0.2384796907843946,5.0,5.0,5.0,49.45,12.8,11.8,13.23,17.8,7.57,13.2,10.25,65,12th and 13th grade,88.71,83.68,36.63,3.6,5.188640310824308
76378480,76378588,0.6524822695035462,0.7415730337078652,4.900505050505049,4.8949275362318865,2098,3.933333333333333,5.0,4.900505050505051,0.18118506492608655,4.866666666666666,5.0,5.0,62.17,11.2,8.9,10.26,10.8,8.02,7.142857142857142,8.26,45,8th and 9th grade,98.99,98.2,42.49,2.6,5.760831190979939
76384080,76384128,0.7532467532467533,0.8209876543209876,4.924812030075188,4.921839080459771,924,4.4,5.0,4.924812030075188,0.14679273092904316,4.933333333333334,5.0,5.0,62.21,11.5,11.0,9.87,14.7,7.36,19.0,12.13,16,11th and 12th grade,96.52,90.97,41.29,2.9,1.4583525536216841
76380728,76380908,0.6390532544378699,0.6870503597122302,4.9087260034904,4.909876543209878,3137,3.4,5.0,4.9087260034904014,0.19092120750169625,4.933333333333334,5.0,5.0,65.22,10.9,7.8,9.56,9.3,7.08,7.571428571428571,7.34,51,7th and 8th grade,102.05,101.12,44.3,2.4,5.0051933472830825
76384218,76384269,0.8260869565217391,0.9032258064516129,4.964285714285715,4.960233918128656,862,4.6,5.0,4.964285714285714,0.07407020020104665,4.933333333333334,5.0,5.0,66.0,8.8,11.6,8.6,15.6,7.33,13.0,13.21,17,8th and 9th grade,97.83,94.46,42.25,2.4,0.3444483414624768
76383839,76384284,0.7157894736842105,0.7831325301204819,4.907179487179487,4.908823529411766,1016,3.6,5.0,4.907179487179488,0.28422888980792643,5.0,5.0,5.0,51.07,12.2,11.1,11.78,13.5,9.14,12.6,10.77,38,11th and 12th grade,90.34,88.81,39.54,3.3,4.26244655320674
76378670,76378715,0.6875,0.7414634146341463,4.969298245614035,4.943030303030304,1195,3.8,5.0,4.969298245614035,0.11391018801053156,5.0,5.0,5.0,68.2,9.4,8.7,9.63,11.9,7.32,14.0,9.57,22,9th and 10th grade,102.54,102.72,43.2,2.2,1.008353203262252
76378383,76378734,0.8,0.8701298701298701,4.956716417910447,4.954444444444444,911,4.466666666666667,5.0,4.956716417910448,0.11263685987025143,5.0,5.0,5.0,66.37,10.3,9.4,9.28,12.7,7.21,14.0,10.52,20,8th and 9th grade,100.71,94.95,43.18,2.7,2.6617252449158197
76380693,76380922,0.734375,0.7923076923076923,4.94822006472492,4.9390070921985805,722,4.6,5.0,4.94822006472492,0.10548374776680054,4.933333333333334,5.0,5.0,66.88,11.9,9.2,7.72,11.0,8.17,10.166666666666666,10.37,17,7th and 8th grade,101.22,98.84,46.01,2.5,0.9052697858139584
76378708,76378750,0.7213114754098361,0.79,4.929957805907174,4.884848484848484,619,2.7333333333333334,5.0,4.929957805907174,0.2706243724468929,5.0,5.0,5.0,65.83,10.9,7.5,9.91,10.7,9.21,7.7857142857142865,9.68,21,7th and 8th grade,102.66,96.64,43.85,2.7,3.2121664349431125
76383859,76384297,0.65625,0.75,4.9415873015873,4.932275132275134,1679,4.466666666666667,5.0,4.9415873015873,0.10638663165222347,4.933333333333334,5.0,5.0,49.04,15.1,11.9,11.49,14.6,7.89,11.333333333333334,11.41,36,11th and 12th grade,88.3,83.19,39.34,3.7,1.7201450355422967
76380850,76380929,0.6346153846153846,0.6907216494845361,4.913432835820897,4.905050505050506,621,3.2666666666666666,5.0,4.913432835820895,0.29658418561005806,4.933333333333334,5.0,5.0,35.95,11.9,10.7,16.5,15.2,10.25,6.375,8.0,19,10th and 11th grade,82.64,78.47,32.77,3.9,2.674543403097635
76380934,76380982,0.7397260273972602,0.7878787878787878,4.949743589743588,4.928395061728396,939,4.0,5.0,4.94974358974359,0.12405169544455771,5.0,5.0,5.0,71.85,10.1,7.3,7.94,9.0,7.45,8.333333333333334,8.24,21,7th and 8th grade,106.21,102.24,46.77,2.3,1.8155407102344032
76378592,76378760,0.7936507936507936,0.8716216216216216,4.934883720930233,4.896,801,3.333333333333333,5.0,4.934883720930234,0.18439838463759853,5.0,5.0,5.0,58.76,12.7,12.3,7.61,14.1,8.22,19.666666666666668,14.15,18,12th and 13th grade,93.06,92.72,44.32,2.6,2.6357375123605324
76383945,76384326,0.7205882352941176,0.7666666666666667,4.931594202898552,4.882993197278911,862,3.8,5.0,4.93159420289855,0.1863892077830361,4.933333333333334,5.0,5.0,51.35,14.9,15.2,9.93,19.8,9.34,15.25,17.07,26,14th and 15th grade,85.61,80.73,37.91,3.1,1.6642827043539672
76380868,76380985,0.796875,0.7597402597402597,4.901994301994303,4.913725490196079,872,4.133333333333334,5.0,4.901994301994302,0.23719997687049163,5.0,5.0,5.0,65.83,10.6,7.5,10.32,10.2,7.39,8.142857142857142,8.15,18,7th and 8th grade,102.66,101.05,43.23,2.3,2.9226592820615593
76380847,76380988,0.7692307692307693,0.8872832369942196,4.922909880564603,4.900000000000001,1954,3.6,5.0,4.922909880564603,0.18281171927730747,4.933333333333334,5.0,5.0,61.5,13.5,11.3,8.94,13.7,6.87,15.75,12.22,31,13th and 14th grade,95.81,91.99,42.53,2.8,-0.7929128715091656
76384211,76384348,0.7657657657657657,0.7993827160493827,4.916602316602316,4.887843137254904,2148,3.8666666666666663,5.0,4.916602316602317,0.17391878451397075,4.933333333333334,5.0,5.0,41.09,15.7,12.9,14.56,15.8,7.44,13.4,12.1,43,12th and 13th grade,82.81,77.17,34.35,4.1,3.9807936488029654
