,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6245818862663274
vocab_coverage,0.6498671989010245
ave_readability,4.931701527035189
ave_readability2,4.921232172150448
length,4877.903
min,4.045091693635383
max,4.99856166846458
mean,4.931701527035189
std,0.16294128629094698
q1,4.95203164329378
median,4.995109672779576
q3,4.998202085580726
FRE,41.84972
SMOGI,9.4065
FKGL,11.833099999999998
CLI,20.4437
ARI,23.7593
DCRS,4.713
LWF,8.578898661004382
GFI,8.285630000000001
DW,18.467
TS,9.9
FH,84.49044
SP,65.70948999999999
GP,17.719939999999998
CF,3.8262000000000005
NERF,0.46961675820288395
