,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6259735663999723
vocab_coverage,0.6517436929037101
ave_readability,4.9200842608635105
ave_readability2,4.909449293351187
length,1524.795
min,3.8837678136948144
max,5.0
mean,4.920084260863509
std,0.1942519991435917
q1,4.946072297532175
median,4.99718456725756
q3,4.999930483142162
FRE,53.17128000000003
SMOGI,10.885600000000005
FKGL,10.120800000000003
CLI,13.044929999999995
ARI,16.4542
DCRS,9.140949999999977
LWF,10.347502087863116
GFI,9.468389999999996
DW,28.61
TS,10.014
FH,92.68848000000008
SP,86.55862000000008
GP,35.11974000000005
CF,2.632800000000005
NERF,4.273952850111878
