,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6853386170705377
vocab_coverage,0.726951718800883
ave_readability,4.927211052372062
ave_readability2,4.914895995917962
length,1061.528
min,4.011412665274874
max,5.0
mean,4.927211052372061
std,0.17627957158442142
q1,4.953757828810037
median,4.996207376478775
q3,4.997807933194154
FRE,62.83592000000005
SMOGI,10.31460000000001
FKGL,9.056800000000004
CLI,9.737890000000007
ARI,12.638299999999997
DCRS,8.598869999999993
LWF,10.352369878569137
GFI,9.762090000000008
DW,21.692
TS,9.365
FH,99.19800999999998
SP,93.23391000000001
GP,40.530819999999956
CF,2.1609999999999983
NERF,2.573313543325294
