,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10201803937205502,0.1686709889546142,0.20226704582931854,0.2144545764691251
vocab_coverage,0.1186890198694308,0.20082260317036527,0.2267230366556385,0.23886799976203452
ave_readability,0.037758884711687375,0.04114335017773549,0.04691387066584253,0.0477406802226706
ave_readability2,0.0386124592520558,0.0420446792660767,0.034276439521226255,0.03591402933999782
length,1273.513,1462.263,4358.839,3509.348
min,0.5672,0.6954301075268816,0.4288156288156288,0.47299209321681235
max,0.0,0.0,0.00040700040700040666,0.00016645859342488497
mean,0.03775888471168732,0.04114335017773544,0.04691387066584248,0.04774068022267058
std,0.08279392402477956,0.0997869864667308,0.08877179197284343,0.09462362904469855
q1,0.05351666666666667,0.053713037634408586,0.06756206756206755,0.06514773200166456
median,0.004499999999999992,0.0027889784946236525,0.010419210419210413,0.011319184352892213
q3,0.000549999999999999,0.00038642473118279434,0.003846153846153845,0.0037869330004161447
FRE,25.183580000000003,31.30369,83.573,98.79826999999999
SMOGI,3.313,6.1484,4.5202,5.107600000000001
FKGL,4.359,5.1512,15.9963,17.825599999999998
CLI,7.015149999999999,9.289390000000001,21.82411,31.368350000000003
ARI,8.4346,10.378,30.524900000000002,41.162
DCRS,2.0793900000000005,2.03261,7.09134,7.334299999999999
LWF,4.829290442701806,5.348958475223981,6.40742601878508,6.745591852217391
GFI,3.5047699999999997,3.95621,9.697689999999998,9.14509
DW,20.715,25.203,19.491,21.319
TS,4.262,4.251,9.01,12.045
FH,18.578480000000003,22.808619999999998,64.27447000000001,74.72382999999999
SP,18.885540000000002,23.07289,58.192989999999995,68.8841
GP,12.187899999999999,15.3064,36.56886,51.530759999999994
CF,1.3822,1.8459,3.0342,3.9646
NERF,2.9116540551247816,4.998088325281693,9.160955370583487,9.925222833617385
