,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.48405540565316835
vocab_coverage,0.487366393193032
ave_readability,4.911569029289591
ave_readability2,4.908172880381116
length,5727.908
min,3.961497761497761
max,4.999592999593
mean,4.911569029289591
std,0.1876170971093428
q1,4.917236467236468
median,4.98990638990639
q3,4.996153846153846
FRE,39.97845
SMOGI,8.3308
FKGL,13.847400000000002
CLI,20.54186
ARI,36.1388
DCRS,4.651050000000001
LWF,8.400765220406958
GFI,10.84937
DW,18.226
TS,11.734
FH,81.02889
SP,40.60535000000001
GP,4.94867
CF,3.8652999999999995
NERF,1.3968507525752183
