,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.49812033887672474
vocab_coverage,0.5179273369977152
ave_readability,4.920630865017598
ave_readability2,4.912876411129548
length,4740.149
min,4.026466916354557
max,4.999833541406575
mean,4.920630865017598
std,0.17317753128764934
q1,4.929379941739493
median,4.989013732833957
q3,4.996213066999584
FRE,34.78678
SMOGI,7.397200000000001
FKGL,14.286100000000001
CLI,26.920460000000002
ARI,44.099700000000006
DCRS,4.9328899999999996
LWF,8.26856619532969
GFI,10.43431
DW,15.216
TS,14.077
FH,77.69017
SP,34.79022
GP,-6.256269999999999
CF,4.3159
NERF,1.1941742214384945
