,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34507167075991874,0.03123183480783321,0.38994804163582025,0.2243908569976694
vocab_coverage,0.414328533088654,0.06818781775954379,0.4372907248446318,0.27314036548139314
ave_readability,0.3358869657829174,0.14519100184987332,0.5003373716807479,0.39020441268357614
ave_readability2,0.2200103412855611,0.11452829374836683,0.43419394355972246,0.34574808488750414
length,0.20331662964776673,0.056111852808006554,0.3951610427250968,0.19595069700900045
min,0.20322299781888456,0.10666542282061989,0.37656325358381315,0.2909540848970143
max,,,,
mean,0.33589907497807514,0.14524605486694284,0.5003919288185427,0.3902230013288548
std,0.3064443939757234,0.15193795605750574,0.48643951992636786,0.3750168340693424
q1,0.2632039464305018,0.08522671190608404,0.3675646807256901,0.28665526536239705
median,0.0472737590370219,-0.011675591444616133,-0.004274701512760314,-0.004274701512760314
q3,,,,
FRE,0.4227804518706151,0.06854654549478764,0.541122311683751,0.3490185828733905
SMOGI,0.2745559648838505,0.0719778733300166,0.49233279402672847,0.37606234532463695
FKGL,0.383874427016929,0.06611174185783393,0.4826845856903623,0.30862305210842467
CLI,0.47317885785446057,0.05893689007466869,0.5984075837344994,0.4025013326508434
ARI,0.35444417602391154,0.029674275844258538,0.5004615112613443,0.3206656505979786
DCRS,0.3221225237527889,0.06335199932027592,0.2915193075432566,0.15953528260950497
LWF,0.30043190427389826,0.08523003716030537,0.3354373347822862,0.23776993174565134
GFI,0.346821189436018,0.08984716406590001,0.427580152962255,0.2941330825148782
DW,0.2623649857166233,0.11865496370294666,0.4521811066464702,0.28009658643863966
TS,0.2852983600314456,0.04520060228262305,0.341170269679411,0.21140066713097053
FH,0.40966112842751395,0.06495005931607893,0.5213079320513773,0.33506972945677577
SP,0.4253785339567737,0.07317023458399322,0.5404249363947183,0.35835746942876995
GP,0.4461324467925549,0.04701173826078944,0.5637633220180427,0.37851790422361703
CF,0.44689430074791964,0.09384103699781103,0.5874451666301024,0.4063120769485961
NERF,0.24541893615519295,-0.00913147669295934,0.330568471560177,0.126519354898913
