,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.7349831717483737
vocab_coverage,0.7809446102640252
ave_readability,4.932858200103919
ave_readability2,4.9196131422600775
length,1293.482
min,3.9663657639585423
max,5.0
mean,4.932858200103917
std,0.17480157322091758
q1,4.96631561350719
median,4.999732530926112
q3,4.999933132731528
FRE,58.93951
SMOGI,11.506200000000002
FKGL,9.9575
CLI,10.745849999999999
ARI,13.228299999999999
DCRS,7.7007699999999994
LWF,11.50725046464973
GFI,10.283560000000001
DW,24.94
TS,10.054
FH,96.00578
SP,92.31702
GP,40.83114
CF,2.8617999999999997
NERF,2.5659627011196826
