,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.694311328828342
vocab_coverage,0.7213358231345057
ave_readability,4.926083922731694
ave_readability2,4.914655154539406
length,1668.559
min,3.878702774991642
max,5.0
mean,4.926083922731694
std,0.18831210800349174
q1,4.9563189568706125
median,4.999732530926112
q3,4.999933132731528
FRE,52.18594
SMOGI,11.782
FKGL,10.514199999999999
CLI,13.24616
ARI,15.8348
DCRS,7.95718
LWF,11.370519208405973
GFI,9.703830000000002
DW,29.643
TS,10.408
FH,91.68078
SP,87.71419
GP,36.87148
CF,3.2148000000000003
NERF,3.7324689415478414
