,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10679073723178904,0.18665249136806233,0.0967042757794343,0.1394296259928465
vocab_coverage,0.12215125573122956,0.21842114425362819,0.13028283826480144,0.193179221127019
ave_readability,0.03948288983909216,0.04481306366263346,0.028464438073109603,0.032035707035581666
ave_readability2,0.03993179100768945,0.0452156777809399,0.027898581183490083,0.029985488763124138
length,1235.017,1386.241,947.434,1087.536
min,0.569,0.6967741935483871,0.40886666666666666,0.4696666666666666
max,0.0,0.0,0.0,0.0
mean,0.03948288983909211,0.04481306366263345,0.028464438073109614,0.03203570703558164
std,0.08605892419422001,0.1053691839848429,0.06446304925337906,0.07475434808690663
q1,0.053633333333333345,0.05762768817204301,0.03720000000000002,0.04001666666666667
median,0.004799999999999992,0.0030241935483870924,0.0008333333333333312,0.0006999999999999984
q3,0.000549999999999999,0.00038642473118279434,0.0,0.0
FRE,26.08137,32.255199999999995,20.26146,24.192610000000002
SMOGI,3.5101999999999998,6.1996,2.0887,2.4819
FKGL,4.597899999999999,5.4825,3.4732,3.9914
CLI,7.29367,9.412049999999999,5.83496,7.3700600000000005
ARI,8.839900000000002,10.8549,6.8137,8.6434
DCRS,2.10219,2.1403499999999998,1.4725100000000002,1.76439
LWF,5.444408100731771,6.100095073300826,4.462165733926749,4.668686129466882
GFI,3.6550199999999995,4.14356,2.53092,2.97263
DW,19.856,23.558,14.525,16.547
TS,4.427,4.46,3.1,3.19
FH,19.34288,23.72074,14.93115,17.675819999999998
SP,19.803549999999998,24.13538,15.20009,18.08298
GP,12.64064,15.725439999999999,10.08783,12.608810000000002
CF,1.4307,1.89,1.0731,1.2562
NERF,2.820566356759218,4.482677909896884,2.640952033420994,3.7309305773749357
