,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6637812342307609
vocab_coverage,0.7045077469636624
ave_readability,4.935737495935251
ave_readability2,4.927538393599215
length,3714.916
min,4.229525862068965
max,4.998922413793103
mean,4.935737495935251
std,0.15113807108823826
q1,4.959428879310345
median,4.99701867816092
q3,4.998455459770115
FRE,54.93758999999999
SMOGI,8.609
FKGL,12.5965
CLI,10.4947
ARI,19.686799999999998
DCRS,5.369800000000001
LWF,8.878525237743505
GFI,12.46757
DW,13.717
TS,10.66
FH,90.6452
SP,73.6017
GP,30.991109999999995
CF,2.3941000000000003
NERF,-0.5019335955425797
