,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.648926124268228
vocab_coverage,0.687395506299087
ave_readability,4.906708744675177
ave_readability2,4.881496486027998
length,8060.675
min,3.582866666666667
max,5.0
mean,4.906708744675177
std,0.21021834818265142
q1,4.917866666666667
median,4.998933333333334
q3,5.0
FRE,30.39903
SMOGI,12.9579
FKGL,13.3201
CLI,19.031209999999998
ARI,20.222
DCRS,6.08236
LWF,11.044173602786103
GFI,8.59434
DW,74.471
TS,12.303
FH,76.51165
SP,72.56081
GP,27.63217
CF,4.4438
NERF,3.5146963377954386
