QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.7631578947368421,0.8457069076823758,4.92173027989822,4.921839080459771,10530,4.0,5.0,4.921730279898219,0.11021326473094235,4.933333333333334,5.0,5.0,61.33,12.1,7.2,13.43,10.8,0.66,5.9,4.08,8,7th and 8th grade,100.64,94.22,37.86,2.6,-2.2391522349189446
76378408,76378435,0.7586206896551724,0.7666666666666667,4.870531400966183,4.934848484848484,680,3.6666666666666665,5.0,4.870531400966184,0.345364342697992,4.933333333333334,5.0,5.0,79.67,8.5,4.3,10.87,12.1,8.78,5.0,5.0,10,4th and 5th grade,114.07,110.09,41.69,1.1,4.608348550955684
76378340,76378439,0.5148514851485149,0.5200803212851406,4.9001287001286995,4.897435897435898,4984,4.0,5.0,4.9001287001286995,0.24383427341423172,5.0,5.0,5.0,-45.72,11.5,21.4,45.13,39.8,7.0,4.066666666666666,5.7,46,11th and 12th grade,25.6,17.05,-16.15,8.1,3.0452726331856157
76378344,76378496,0.7222222222222222,0.7813267813267813,4.9570230607966455,4.946153846153845,7625,4.333333333333333,5.0,4.9570230607966455,0.11846793037807563,5.0,5.0,5.0,61.67,8.8,9.1,9.68,11.5,1.11,8.0,7.3,14,8th and 9th grade,98.48,95.56,43.37,2.8,-1.965366595789698
76378323,76378505,0.6323529411764706,0.6371814092953523,4.966509803921569,4.928682170542636,5852,3.8,5.0,4.966509803921568,0.11829939406399881,4.933333333333334,5.0,5.0,82.75,5.4,5.2,4.69,5.5,1.24,4.25,5.78,23,5th and 6th grade,114.66,113.04,52.61,1.4,-0.4508661062526107
76378468,76378523,0.6417910447761194,0.7919407894736842,4.889235029421945,4.854263565891473,6628,3.6666666666666665,5.0,4.889235029421945,0.25456841906791794,4.8,5.0,5.0,84.78,8.0,4.4,4.92,5.2,1.07,3.416666666666667,4.86,15,4th and 5th grade,116.7,111.97,52.41,1.4,-0.6942103910122905
76378419,76378558,0.6804123711340206,0.735621521335807,4.943085329970575,4.910101010101011,6733,3.8666666666666663,5.0,4.943085329970576,0.1596730498258741,4.933333333333334,5.0,5.0,73.44,7.0,4.6,11.6,11.0,4.8,5.7,2.78,32,4th and 5th grade,110.31,106.05,39.24,0.8,0.595734732978392
76383950,76384028,0.875,0.8765670202507232,4.972130546387971,4.973333333333334,5699,4.733333333333333,5.0,4.972130546387971,0.05651078083537976,4.933333333333334,5.0,5.0,60.48,13.0,11.7,7.38,13.3,1.49,12.2,11.12,6,11th and 12th grade,94.79,92.42,44.83,2.7,-5.560606582108359
76380624,76380646,0.5932203389830508,0.4715242881072027,4.827827116637064,4.906666666666666,6942,4.4,5.0,4.827827116637064,0.19374284254580654,4.666666666666667,4.866666666666666,5.0,-41.86,8.6,19.9,63.54,68.2,5.26,6.888888888888889,2.13,17,19th and 20th grade,29.47,20.04,-53.48,4.8,-5.458714566666673
76380600,76380785,0.5409836065573771,0.6163522012578616,4.957142857142857,4.941414141414142,1523,4.333333333333333,5.0,4.957142857142858,0.0929486728378245,4.933333333333334,5.0,5.0,30.12,11.4,10.9,22.8,20.1,8.4,11.333333333333334,6.96,27,10th and 11th grade,79.29,75.76,21.12,3.5,5.798775317535981
76378487,76378586,0.56,0.6470588235294118,4.993939393939394,4.990476190476191,2608,4.933333333333334,5.0,4.993939393939394,0.019165319152535564,5.0,5.0,5.0,70.81,0.0,11.8,1.93,12.8,11.36,20.0,13.6,2,11th and 12th grade,100.16,99.54,52.2,1.8,1.7675249639684818
76380579,76380826,0.8235294117647058,0.7487150199885779,4.97447241291635,4.885714285714285,9444,3.6666666666666665,5.0,4.974472412916349,0.09467162403374396,5.0,5.0,5.0,77.64,9.2,5.1,7.64,6.4,0.7,10.333333333333334,4.36,10,4th and 5th grade,112.03,107.92,47.87,1.6,-1.0530000096357246
