QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76378408,76378435,0.7951807228915663,0.7939698492462312,4.881856540084388,4.959595959595959,1309,3.6666666666666665,5.0,4.881856540084389,0.3529182128094466,5.0,5.0,5.0,81.33,9.1,5.7,8.92,10.4,7.33,6.375,7.43,16,5th and 6th grade,113.23,109.54,45.07,1.7,4.2995902857366985
76378340,76378439,0.0,0.0,NaN,NaN,1,,,,,,,,121.22,0.0,-3.5,-39.61,-16.3,19.48,-0.5,0.4,0,-1th and 0th grade,145.82,143.54,85.15,-19.1,-3.365282
76378344,76378496,0.746268656716418,0.8,4.921428571428572,4.914666666666667,593,4.066666666666666,5.0,4.921428571428571,0.16528337516008187,4.933333333333334,5.0,5.0,75.1,9.5,6.0,6.77,6.4,8.95,6.375,7.14,18,6th and 7th grade,109.48,104.71,48.94,2.0,3.7070335380607746
76378323,76378505,0.7441860465116279,0.7837837837837838,4.954022988505748,4.93125,414,3.8,5.0,4.954022988505748,0.1652616161435534,5.0,5.0,5.0,79.6,6.0,6.4,10.03,10.6,7.96,7.75,6.8,6,6th and 7th grade,111.5,111.04,43.03,1.6,0.6292614407223764
76378468,76378523,0.8037383177570093,0.8782608695652174,4.935973597359735,4.913953488372095,1189,3.733333333333333,5.0,4.935973597359735,0.14890012366567412,4.95,5.0,5.0,91.82,6.8,3.8,5.21,5.2,7.09,5.75,6.03,22,5th and 6th grade,121.27,117.18,51.49,1.1,3.5647471355020226
76378419,76378558,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76383950,76384028,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76380624,76380646,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76380600,76380785,0.7887323943661971,0.7829457364341085,4.921452145214522,4.915476190476191,737,3.066666666666667,5.0,4.9214521452145235,0.2756563986744392,4.933333333333334,5.0,5.0,62.07,12.0,9.0,8.76,9.9,7.59,12.8,9.64,16,8th and 9th grade,98.89,98.6,44.97,2.6,3.8604217728085857
76378487,76378586,0.6551724137931034,0.680327868852459,4.936546184738956,4.950877192982457,629,4.4,5.0,4.936546184738956,0.15657088910595854,5.0,5.0,5.0,91.51,6.4,3.9,2.31,3.7,7.68,6.428571428571429,6.1,9,3rd and 4th grade,120.97,116.68,56.66,1.1,3.365791254460672
76380579,76380826,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76383957,76384041,0.0,0.0,NaN,NaN,1,,,,,,,,121.22,0.0,-3.5,-39.61,-16.3,19.48,-0.5,0.4,0,-1th and 0th grade,145.82,143.54,85.15,-19.1,-3.365282
76383902,76384109,0.5923566878980892,0.5592105263157895,4.9312418300653595,4.91899641577061,3342,3.8,5.0,4.931241830065358,0.22270857965704827,5.0,5.0,5.0,38.15,13.9,14.0,14.57,20.9,8.11,10.5,11.23,45,13th and 14th grade,79.85,77.92,33.84,4.0,5.421779215432725
76378480,76378588,0.7073170731707317,0.7848101265822784,4.916129032258064,4.91264367816092,429,3.933333333333333,5.0,4.916129032258065,0.2021162176311674,4.883333333333333,5.0,5.0,84.68,8.8,4.4,7.47,7.1,7.96,6.083333333333333,5.91,7,5th and 6th grade,116.6,112.63,48.16,1.3,3.570488512043231
76384080,76384128,0.7160493827160493,0.8243243243243243,4.946994535519125,4.958620689655173,826,4.533333333333333,5.0,4.946994535519126,0.11608003161884173,5.0,5.0,5.0,72.46,8.5,7.1,8.52,9.1,7.44,8.333333333333334,7.7,19,8th and 9th grade,106.83,105.01,46.03,2.1,3.0065846944776817
76380728,76380908,0.6859504132231405,0.7350746268656716,4.894077834179357,4.884337349397591,1523,3.4,5.0,4.894077834179358,0.219710902266288,4.866666666666666,5.0,5.0,57.37,10.3,8.7,11.42,10.8,7.99,7.571428571428571,8.26,35,7th and 8th grade,96.66,96.16,41.29,2.7,4.625305042597493
76384218,76384269,0.6585365853658537,0.6813471502590673,4.9249683143219265,4.906995884773663,2874,4.266666666666667,5.0,4.9249683143219265,0.1514252422194899,4.933333333333334,5.0,5.0,58.99,11.4,8.1,12.46,13.7,7.5,6.222222222222222,6.78,44,7th and 8th grade,98.29,93.93,39.69,2.8,4.69901751416565
76383839,76384284,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76378670,76378715,0.7313432835820896,0.6666666666666666,4.942735042735043,4.9360544217687075,649,3.8,5.0,4.942735042735043,0.18076266379941014,5.0,5.0,5.0,79.06,7.7,4.5,9.31,8.3,7.84,4.7,4.87,12,4th and 5th grade,113.46,110.06,44.54,1.2,4.236545088569899
76378383,76378734,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76380693,76380922,0.42574257425742573,0.48314606741573035,4.915503875968992,4.865116279069769,1041,3.1333333333333333,5.0,4.915503875968992,0.2453546541554209,4.933333333333334,5.0,5.0,78.45,10.2,4.8,6.35,8.3,12.29,12.4,8.27,26,4th and 5th grade,112.84,106.76,49.8,1.6,5.651096190890678
76378708,76378750,0.7608695652173914,0.7575757575757576,4.960000000000001,4.94857142857143,535,4.466666666666667,5.0,4.960000000000001,0.10442080110640647,5.0,5.0,5.0,68.5,11.6,8.6,7.02,9.1,7.35,12.1,10.29,12,8th and 9th grade,102.85,99.51,47.66,2.4,0.5030475597737185
76383859,76384297,0.6179775280898876,0.695906432748538,4.952941176470589,4.9393939393939394,1016,4.466666666666667,5.0,4.952941176470588,0.12683107159840176,5.0,5.0,5.0,43.36,13.3,14.1,10.74,16.4,10.15,15.25,13.97,36,13th and 14th grade,82.59,81.97,39.18,3.5,4.039466701293325
76380850,76380929,0.6451612903225806,0.6308724832214765,4.973049645390072,4.960000000000001,1102,4.533333333333333,5.0,4.9730496453900725,0.06689263048256225,5.0,5.0,5.0,25.69,14.3,14.7,14.5,18.0,8.66,8.0,10.31,25,14th and 15th grade,72.34,66.95,34.97,5.0,5.65281184445282
76380934,76380982,0.7627118644067796,0.8691588785046729,4.9548387096774205,4.945185185185186,594,4.266666666666667,5.0,4.9548387096774205,0.10536902907826663,4.933333333333334,5.0,5.0,73.17,8.8,6.8,7.94,7.8,8.14,7.0,7.52,17,7th and 8th grade,107.54,103.43,46.81,2.2,2.60750477102565
76378592,76378760,0.8241758241758241,0.8817204301075269,4.965040650406505,4.959111111111112,953,4.466666666666667,5.0,4.965040650406504,0.09944322494323492,5.0,5.0,5.0,90.9,7.6,4.1,4.46,5.1,6.66,5.5,6.55,16,4th and 5th grade,120.36,116.5,52.87,1.1,2.6636789794321416
76383945,76384326,0.7352941176470589,0.7886178861788617,4.922336769759451,4.898666666666667,730,3.066666666666667,5.0,4.922336769759452,0.2617555346053888,5.0,5.0,5.0,64.71,12.2,8.0,10.37,9.8,8.06,11.5,9.0,23,7th and 8th grade,101.54,97.35,42.74,2.7,3.2810696094834517
76380868,76380985,0.0,0.0,NaN,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76380847,76380988,0.7416666666666667,0.8235294117647058,4.929323308270677,4.896629213483148,1793,3.8,5.0,4.929323308270671,0.19777532944081172,4.933333333333334,5.0,5.0,58.76,14.2,12.3,9.12,14.7,7.74,15.5,14.8,42,14th and 15th grade,93.06,88.76,41.77,2.9,1.09005259968988
76384211,76384348,0.7872340425531915,0.8153846153846154,4.938364779874214,4.927927927927929,432,4.333333333333333,5.0,4.938364779874215,0.13939014014787493,5.0,5.0,5.0,47.49,13.4,10.4,15.77,14.8,9.05,10.875,12.68,15,10th and 11th grade,89.23,84.35,33.57,3.7,5.07862375613734
76378628,76378769,0.6260162601626016,0.6885813148788927,4.95041876046901,4.9290043290043295,1796,4.133333333333334,5.0,4.950418760469007,0.11575302924681824,4.966666666666667,5.0,5.0,63.9,9.8,8.3,12.18,12.9,8.79,11.2,8.22,36,8th and 9th grade,100.72,96.22,39.9,2.8,5.459228813465616
76378370,76378800,0.7021276595744681,0.7123287671232876,4.921794871794872,4.923232323232323,360,3.8,5.0,4.921794871794871,0.24380220154456148,5.0,5.0,5.0,72.5,8.8,9.1,4.77,8.9,8.12,13.0,10.71,6,8th and 9th grade,104.36,104.09,50.43,1.9,1.468001626460679
76380967,76381059,0.0,0.0,NaN,NaN,2,,,,,,,,121.22,0.0,-3.5,-33.81,-11.6,19.48,-0.5,0.4,0,-1th and 0th grade,145.82,143.54,75.45,-19.1,-3.055639
