,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.4046016296773672
vocab_coverage,0.40980257861528263
ave_readability,4.9167444461375
ave_readability2,4.910792109070903
length,3995.069
min,4.12759124087591
max,4.999221411192214
mean,4.9167444461375025
std,0.17333660419019423
q1,4.9209489051095
median,4.987883211678835
q3,4.997664233576643
FRE,64.92925999999946
SMOGI,6.606400000000009
FKGL,9.635900000000019
CLI,22.96273999999993
ARI,36.74300000000001
DCRS,5.698319999999997
LWF,7.1486296407153205
GFI,10.40134000000001
DW,12.768
TS,11.034
FH,99.59034999999915
SP,31.62575000000002
GP,-10.736369999999981
CF,3.1757999999999997
NERF,3.6174111918602927
