,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34543628003000765,0.032326176606219996,0.28328611291900574,0.24645238587292603
vocab_coverage,0.41887899241028703,0.07135301624166532,0.2696528557541217,0.23064199791170756
ave_readability,0.33722003188137395,0.1450634772031449,0.365423680863084,0.3218586699115864
ave_readability2,0.21981128638820657,0.11482531978229361,0.29912749684818385,0.2559960994795904
length,0.20331662964776673,0.056111852808006554,-0.07025315778758807,-0.07063398951366441
min,0.20307709654470923,0.10691918088844313,0.2985955301674672,0.27122266157483144
max,,,,
mean,0.3372825793038188,0.14519565834946851,0.3654915707087716,0.32192633072758287
std,0.30544113192671696,0.1514802399838029,0.35251025764792865,0.3121620495779888
q1,0.2849419062433839,0.10435940320922431,0.2874186292755103,0.20705707856025088
median,0.03599713465958862,-0.013828764111056139,0.07881231609573229,-0.026240129354120918
q3,,,,
FRE,0.42753735788760905,0.07111870609865872,0.1333343522169724,0.0708302313085536
SMOGI,0.2650309906890334,0.06780222024833282,0.14987540743750852,0.08662558816113837
FKGL,0.38717821908219846,0.07177723681600512,0.15412800751507347,0.09110811257585338
CLI,0.47234194457037826,0.05839750542973789,0.12614775802276385,0.08291505961300079
ARI,0.35220688125458754,0.025870335412644142,0.09190429777819893,0.04142557243876364
DCRS,0.32478908740171236,0.0631761113651378,-0.021705274721524916,-0.03276245085606231
LWF,0.30135965094685147,0.07940047095622464,0.18869497684006906,0.12776587321343522
GFI,0.3477660214736181,0.08523394177503286,0.18321779874080726,0.14469012584964322
DW,0.26142344985080795,0.11832340374469467,0.1362524101530883,0.10361687750078163
TS,0.27896932618583836,0.04789518082271578,0.11638889594125083,0.03824641046576223
FH,0.4146209079598439,0.07030903092237745,0.13818483341257048,0.07444618153423789
SP,0.42417886122915494,0.07180807550945881,0.23750422350322384,0.18684608429654959
GP,0.44354979855085125,0.044331334143020144,0.23809730267730728,0.18605008258576514
CF,0.4471954692668192,0.09386954175867059,0.16819829187507937,0.1233349000979065
NERF,0.24811129485562874,-0.0032010577484386698,0.08183120798311587,0.056936048609965345
