,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.01923120945428087,0.04920008362699851,0.13860267011986696,0.15742653892741146
vocab_coverage,0.024940806414478645,0.06593855626637718,0.13805737103120708,0.15758066295944462
ave_readability,0.0032237582061507837,0.003968844127423907,0.005228979015006559,0.00525920016447748
ave_readability2,0.0028909912775831026,0.003638524698985826,0.003974201181782897,0.003802734020421958
length,6412160.559,6745870.413,22227088.528,20395143.022
min,0.6177199999999992,0.808664874551971,0.58099594484996,0.6320028084957005
max,0.0,0.0,0.00012976480129764782,0.00014744602422327516
mean,0.0032237582061507824,0.003968844127423934,0.005228979015006569,0.005259200164477477
std,0.01341267924646291,0.019694614548367902,0.01688661465062183,0.01802847262160897
q1,0.008024444444444428,0.008196684587813603,0.01612652068126522,0.015122871686852748
median,0.0008299999999999982,0.0004312275985663083,0.0032100567721005647,0.003184131999297872
q3,7.583333333333307e-05,4.6202956989246985e-05,0.0003568532035685311,0.0003593996840442326
FRE,1949.5437657000014,2549.2585729999987,30509.445294799974,121545.40173179995
SMOGI,29.754080000000002,65.15830000000001,68.35310000000007,77.15263000000007
FKGL,76.41562000000005,69.27954,1713.6936800000008,3490.0414399999977
CLI,153.52177439999994,215.70900980000013,58709.00491820002,79160.89237220008
ARI,228.46711000000002,255.77184999999952,45843.20776000002,59449.62640000005
DCRS,10.211202200000011,10.136417599999993,87.52521800000004,148.69260909999983
LWF,76.48972497433725,84.08694352595624,165.35074573872484,177.6505666592245
GFI,57.96672240000005,36.70289000000003,1277.7317884999998,1324.4733693999988
DW,1021.832,1201.86,866.938,927.118
TS,74.364,43.513,867.402,926.901
FH,1115.6483747999998,1346.6917834,19914.09385149999,65669.10976559996
SP,1165.2845196,1363.4251758999985,17608.735441899997,66477.0121515
GP,465.57698100000033,595.5166125999998,165157.98804700002,222358.5428753
CF,5.5796300000000025,9.123440000000004,46.62229999999998,342.55418000000003
NERF,15.988437054056972,34.87074118140234,3254.8950083446493,3239.6935778659376
