QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.7101449275362319,0.7125,4.936842105263159,4.914285714285715,992,4.2,5.0,4.936842105263158,0.12357321551076202,4.933333333333334,5.0,5.0,45.86,12.8,11.1,12.82,16.4,9.04,11.0,9.43,27,10th and 11th grade,87.6,83.36,38.49,3.8,4.797599237010145
76378408,76378435,0.7023809523809523,0.7549668874172185,4.907017543859649,4.936723163841807,1033,3.6666666666666665,5.0,4.907017543859651,0.28015846546924916,5.0,5.0,5.0,72.87,10.3,6.9,10.84,12.6,9.09,11.2,8.44,25,10th and 11th grade,107.23,101.66,41.83,2.3,4.9679093118959905
76378340,76378439,0.525,0.5585585585585585,4.916666666666667,4.897354497354498,2077,4.0,5.0,4.916666666666665,0.20870397138111885,4.983333333333333,5.0,5.0,-12.59,10.9,17.0,34.58,30.9,11.29,4.0,9.5,54,10th and 11th grade,48.88,45.81,1.79,6.0,6.504843275133959
76378344,76378496,0.6136363636363636,0.6573033707865169,4.932763532763535,4.935802469135803,1190,3.8666666666666663,5.0,4.932763532763535,0.15259595433636924,4.933333333333334,5.0,5.0,50.43,10.9,9.3,13.38,15.4,9.34,7.428571428571429,6.84,30,9th and 10th grade,92.19,89.47,38.12,3.2,4.9818720521894875
76378323,76378505,0.6074766355140186,0.6666666666666666,4.899607843137256,4.904615384615385,1942,3.733333333333333,5.0,4.899607843137254,0.2942807390954046,5.0,5.0,5.0,40.75,11.2,11.0,20.18,20.2,9.4,6.888888888888889,8.02,43,10th and 11th grade,84.97,83.03,26.8,3.8,6.872294990082112
76378468,76378523,0.7171717171717171,0.8127853881278538,4.940823970037454,4.927699530516433,1271,4.333333333333333,5.0,4.940823970037453,0.11237453083658767,4.933333333333334,5.0,5.0,80.11,7.9,6.2,9.05,9.9,7.39,6.714285714285714,7.34,25,6th and 7th grade,112.01,107.13,44.88,1.9,3.0597306470404
76378419,76378558,0.6226415094339622,0.6666666666666666,4.866260162601626,4.8989898989899,1894,3.8666666666666663,5.0,4.866260162601623,0.299004395941574,4.933333333333334,5.0,5.0,52.76,10.1,8.4,18.65,19.4,8.91,5.8,6.22,40,8th and 9th grade,94.54,90.02,29.1,3.0,7.066682494942295
76383950,76384028,0.7608695652173914,0.8266666666666667,4.9548387096774205,4.935238095238095,431,4.6,5.0,4.954838709677421,0.09486772043059266,4.933333333333334,5.0,5.0,59.09,8.8,8.0,9.61,7.8,8.35,6.083333333333333,7.07,17,7th and 8th grade,98.4,97.38,44.43,2.6,1.5815883771029897
76380624,76380646,0.5887096774193549,0.5856164383561644,4.904873294346979,4.893150684931508,2029,3.733333333333333,5.0,4.904873294346975,0.1835209925482952,4.933333333333334,5.0,5.0,34.32,11.7,11.4,18.89,18.7,9.38,5.9,8.09,48,11th and 12th grade,81.01,76.54,28.72,4.2,6.494843568396277
76380600,76380785,0.673469387755102,0.6666666666666666,4.947619047619048,4.9393939393939394,676,4.333333333333333,5.0,4.947619047619049,0.10443672475933959,4.933333333333334,5.0,5.0,31.07,14.3,12.6,17.8,20.0,9.71,13.1,11.87,16,12th and 13th grade,77.74,76.7,30.38,4.3,5.68374531083183
