,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34507167075991874,0.03123183480783321,0.30303116867635216,0.29191487983338593
vocab_coverage,0.414328533088654,0.06818781775954379,0.31088085741124033,0.2961711198685795
ave_readability,0.3357937841780474,0.14494789122557133,0.34175117680831546,0.3218572298173825
ave_readability2,0.22002885783946294,0.11449613559675322,0.33005436690549894,0.3284115929640584
length,0.20331662964776673,0.056111852808006554,-0.12908122026648955,-0.11319440867197608
min,0.20322299781888456,0.10666542282061989,0.2614935008839661,0.2674733118554382
max,,,,
mean,0.33595029603084126,0.1452702399759604,0.34191092888449576,0.3220091443719836
std,0.30644934906196947,0.15193795605750574,0.32870735614338054,0.31960328219483086
q1,0.2632039464305018,0.08522671190608404,0.27805230407765236,0.25676307222814787
median,0.0472737590370219,-0.011675591444616133,-0.020829558221786414,-0.021094180303006516
q3,,,,
FRE,0.4227804518706151,0.06854654549478764,0.08535445424049377,0.0686797324017248
SMOGI,0.2745559648838505,0.0719778733300166,0.14205256862743781,0.12231514442125317
FKGL,0.383874427016929,0.06611174185783393,0.09981923028844135,0.09139505472747794
CLI,0.47317885785446057,0.05893689007466869,0.11440820785656493,0.08857958626448133
ARI,0.35444417602391154,0.029674275844258538,0.027574123649197254,0.007181472980861997
DCRS,0.3221225237527889,0.06335199932027592,0.004847091785132593,-0.009159333953833369
LWF,0.30043190427389826,0.08523003716030537,0.14480446627691665,0.13325597702726769
GFI,0.346821189436018,0.08984716406590001,0.1462879399500241,0.14667784481535148
DW,0.2623649857166233,0.11865496370294666,0.06518769564282706,0.06900908254454302
TS,0.2852983600314456,0.04520060228262305,0.0664386174984404,0.062230443365172326
FH,0.40966112842751395,0.06495005931607893,0.0860880885626392,0.0709428512148816
SP,0.4253785339567737,0.07317023458399322,0.15960687718591654,0.14560912964313696
GP,0.4461324467925549,0.04701173826078944,0.15366718259416073,0.1341430268826636
CF,0.44689430074791964,0.09384103699781103,0.1389991702470033,0.1259128874325982
NERF,0.24541893615519295,-0.00913147669295934,0.052615791268871046,0.04551738909452714
