,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5229235178031846
vocab_coverage,0.5302185822426391
ave_readability,4.924964323542744
ave_readability2,4.921311565992442
length,4501.963
min,4.123155216284984
max,4.998388464800679
mean,4.924964323542744
std,0.16009553764170034
q1,4.932909245123
median,4.9907124681933865
q3,4.997179813401188
FRE,16.206700000000012
SMOGI,7.232200000000004
FKGL,23.609799999999932
CLI,20.037949999999935
ARI,45.978499999999954
DCRS,6.557359999999994
LWF,10.966980043651388
GFI,21.90133000000002
DW,15.643
TS,17.085
FH,56.376759999999685
SP,9.70036000000001
GP,-6.362020000000004
CF,3.855200000000004
NERF,18.78643386625558
