QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.7272727272727273,0.8382352941176471,4.945029239766082,4.958333333333333,735,4.733333333333333,5.0,4.945029239766082,0.04692959683681607,4.933333333333334,4.933333333333334,5.0,-25.65,0.0,24.0,21.13,37.0,9.7,40.75,12.29,7,23rd and 24th grade,33.26,27.46,21.83,7.7,31.630020277922746
76378408,76378435,0.7894736842105263,0.8636363636363636,4.870175438596491,4.862222222222223,380,3.6666666666666665,5.0,4.870175438596492,0.29615365397907645,4.933333333333334,4.933333333333334,5.0,71.0,9.4,5.5,7.33,13.1,8.02,6.0,4.43,3,5th and 6th grade,107.86,106.0,48.03,1.5,1.8296627437273827
76378340,76378439,0.3,0.33636363636363636,4.790990990990991,4.755555555555556,3560,4.0,5.0,4.7909909909909905,0.3292222748009983,4.733333333333333,5.0,5.0,-178.04,11.8,39.1,83.46,76.2,18.52,3.7857142857142856,18.48,39,18th and 19th grade,-67.35,-78.14,-84.58,13.7,5.317470109999999
76378344,76378496,0.0,0.0,NaN,NaN,2534,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76378323,76378505,0.0,0.0,NaN,NaN,1854,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76378468,76378523,0.8148148148148148,0.8147286821705426,4.96232159847764,4.966666666666667,5818,4.733333333333333,5.0,4.96232159847764,0.08262235091069896,5.0,5.0,5.0,103.22,4.9,1.4,2.82,2.4,0.73,8.833333333333334,4.23,9,0th and 1st grade,130.23,125.52,55.43,0.2,-2.016668045413903
76378419,76378558,0.6483516483516484,0.6949367088607595,4.8762598664237995,4.874576271186441,6318,3.8666666666666663,5.0,4.8762598664238,0.29954606496789066,4.933333333333334,5.0,5.0,72.93,7.6,4.8,18.45,20.1,5.12,5.090909090909091,2.94,27,4th and 5th grade,109.8,106.03,28.57,1.0,1.1258546129344484
76383950,76384028,0.0,0.0,NaN,NaN,1854,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76380624,76380646,0.45161290322580644,0.284,4.893270735524257,4.8999999999999995,5655,4.2,5.0,4.893270735524256,0.16040375583800834,4.666666666666667,5.0,5.0,-586.18,27.2,100.7,282.06,274.1,8.41,29.25,10.88,10,100th and 101st grade,-362.43,-384.16,-412.91,40.4,11.79454910947193
76380600,76380785,0.1484375,0.12981298129812982,4.880790960451975,4.940350877192982,6154,4.533333333333333,5.0,4.880790960451978,0.05614864246011051,4.866666666666666,4.866666666666666,4.866666666666666,-444.75,0.0,89.8,222.92,246.5,21.92,46.0,24.08,8,89th and 90th grade,-272.84,-287.77,-325.47,30.5,26.28070030378452
76378487,76378586,0.0,0.0,NaN,NaN,2507,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76380579,76380826,0.4,0.4134929270946681,4.421929824561404,4.848148148148148,5855,3.733333333333333,5.0,4.421929824561404,0.5617420854039731,3.733333333333333,4.8,4.8,-110.25,9.0,29.6,58.12,62.7,5.55,2.12,2.62,19,2nd and 3rd grade,-19.25,-26.68,-42.2,9.5,-3.0042037324325097
