QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.6916666666666667,0.8137931034482758,4.93276836158192,4.907630522088354,1771,4.2,5.0,4.932768361581921,0.13459733145774228,4.933333333333334,5.0,5.0,52.09,14.6,10.7,10.39,12.2,7.83,10.428571428571429,10.71,39,10th and 11th grade,91.36,90.45,42.2,3.2,4.712311384991569
76378408,76378435,0.7375,0.8322981366459627,4.916915422885572,4.903954802259888,864,3.6666666666666665,5.0,4.916915422885573,0.2810117431921412,5.0,5.0,5.0,57.71,13.3,10.7,8.53,11.2,8.03,13.2,12.68,25,12th and 13th grade,94.5,94.17,44.38,2.8,2.3442883835989408
76378340,76378439,0.7333333333333333,0.8448275862068966,4.979931972789115,4.952525252525253,1306,4.6,5.0,4.979931972789116,0.06755191099014912,5.0,5.0,5.0,71.07,12.1,9.7,8.71,13.2,7.38,20.666666666666668,12.61,26,12th and 13th grade,102.93,98.41,43.34,2.3,0.8272501657603417
76378344,76378496,0.7272727272727273,0.8143712574850299,4.920588235294118,4.903571428571429,961,3.8666666666666663,5.0,4.920588235294118,0.20524410874691926,4.933333333333334,5.0,5.0,55.54,12.0,9.4,9.92,10.3,7.73,8.571428571428571,9.08,27,9th and 10th grade,94.83,94.31,43.74,2.9,0.07914371841008538
76378323,76378505,0.648936170212766,0.7570093457943925,4.95432098765432,4.946448087431695,1193,3.8,5.0,4.954320987654322,0.17172923822249542,5.0,5.0,5.0,67.79,10.8,8.8,9.52,11.6,7.99,11.8,10.09,31,11th and 12th grade,102.13,99.07,43.27,2.5,2.80726855202097
76378468,76378523,0.7698412698412699,0.8268733850129198,4.898125,4.8680412371134025,2248,2.933333333333333,5.0,4.898125,0.24099754710024196,4.933333333333334,5.0,5.0,55.98,12.2,11.3,10.33,13.6,6.94,11.6,11.03,39,11th and 12th grade,92.77,92.56,41.23,2.9,2.2998569902994355
76378419,76378558,0.7272727272727273,0.8310502283105022,4.916483516483516,4.906250000000001,1242,3.933333333333333,5.0,4.916483516483516,0.17970085210827522,4.933333333333334,5.0,5.0,76.62,9.0,5.5,9.9,9.2,7.34,5.555555555555555,6.67,27,5th and 6th grade,111.01,107.33,43.68,1.7,1.5289054443147805
76383950,76384028,0.7142857142857143,0.7577092511013216,4.962403100775194,4.925714285714286,1369,4.2,5.0,4.962403100775194,0.10786829365441408,5.0,5.0,5.0,46.71,13.4,12.8,11.38,15.3,8.51,16.25,13.03,42,12th and 13th grade,85.95,84.98,39.2,3.4,3.1646583507028305
76380624,76380646,0.7258064516129032,0.7225609756097561,4.90829817158931,4.888148148148148,1945,4.066666666666666,5.0,4.90829817158931,0.16791811787246438,4.866666666666666,5.0,5.0,37.0,13.8,12.4,14.85,15.5,8.04,12.333333333333334,10.54,48,11th and 12th grade,81.19,76.95,34.97,4.3,4.060731461754589
76380600,76380785,0.8490566037735849,0.896551724137931,4.948717948717948,4.915555555555555,1076,4.466666666666667,5.0,4.948717948717949,0.11268445564469128,4.933333333333334,5.0,5.0,54.97,14.1,11.7,11.03,15.4,6.78,13.2,12.4,15,11th and 12th grade,91.75,86.64,39.74,3.3,0.03879424152603228
