,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.4389775961600512
vocab_coverage,0.4431931290084584
ave_readability,4.912674300571639
ave_readability2,4.904514789534222
length,5632.746
min,4.12690134724033
max,4.997305519339418
mean,4.912674300571639
std,0.17060232307838438
q1,4.911994784876141
median,4.984006953498479
q3,4.995501955671448
FRE,22.74034
SMOGI,7.409299999999999
FKGL,18.6316
CLI,24.322830000000003
ARI,53.1252
DCRS,6.405930000000001
LWF,8.708401010848457
GFI,15.430360000000002
DW,15.878
TS,13.294
FH,65.92245999999999
SP,14.923370000000002
GP,-9.82818
CF,4.3775
NERF,3.9078523516150088
