,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.4297184116056317
vocab_coverage,0.44881452646900377
ave_readability,4.919031971818541
ave_readability2,4.908757918914578
length,5026.206
min,4.218685446009389
max,4.995680751173709
mean,4.919031971818541
std,0.15023670090629795
q1,4.917582159624414
median,4.980422535211268
q3,4.991666666666667
FRE,12.788509999999999
SMOGI,5.9446
FKGL,18.0179
CLI,43.58137000000001
ARI,158.3479
DCRS,7.01737
LWF,8.404694325701856
GFI,13.031480000000002
DW,12.775
TS,14.963
FH,61.274460000000005
SP,-1.8394099999999998
GP,-45.022949999999994
CF,5.4136999999999995
NERF,2.7366020971346625
