,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10201803937205502,0.1686709889546142,0.2646567087852249,0.2966174185185864
vocab_coverage,0.1186890198694308,0.20082260317036527,0.27507512998314343,0.3058951148386965
ave_readability,0.03775888471168739,0.04114335017773553,0.052142091264196194,0.05408638053328884
ave_readability2,0.0386124592520558,0.042044679266076725,0.04500019327427502,0.046511698595801454
length,1273.513,1462.263,4380.619,3967.743
min,0.5672,0.6954301075268816,0.5662755323772274,0.6434741784037559
max,0.0,0.0,0.002694480660582356,0.004319248826291077
mean,0.03775888471168732,0.04114335017773544,0.05214209126419614,0.05408638053328874
std,0.08279392402477956,0.0997869864667308,0.09860978643683203,0.11004042825755811
q1,0.05351666666666667,0.053713037634408586,0.07511951325510649,0.07438967136150235
median,0.004499999999999992,0.0027889784946236525,0.01634072142546717,0.01995305164319247
q3,0.000549999999999999,0.00038642473118279434,0.004498044328552801,0.008333333333333328
FRE,25.183580000000003,31.30369,114.59349,142.3991
SMOGI,3.313,6.1484,5.6595,6.781
FKGL,4.359,5.1512,22.8885,25.235400000000002
CLI,7.015149999999999,9.289390000000001,28.5834,51.778040000000004
ARI,8.4346,10.378,48.461099999999995,156.1308
DCRS,2.0793900000000005,2.03261,7.4064,8.847299999999999
LWF,4.829290442701806,5.348958475223981,7.7371231251853025,9.136700470227563
GFI,3.5047699999999997,3.95621,14.21034,12.56068
DW,20.715,25.203,23.121,25.154
TS,4.262,4.251,11.378,14.317
FH,18.578480000000003,22.808619999999998,89.34814,107.20654
SP,18.885540000000002,23.07289,81.85692999999999,98.90111000000002
GP,12.187899999999999,15.3064,50.77883,86.3563
CF,1.3822,1.8459,3.8726,5.5203999999999995
NERF,2.9116540551247816,4.998088325281693,12.075877368043965,12.09507474306579
