,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10185658262541611,0.16584300870579277,0.08196943451624583,0.11346289348960312
vocab_coverage,0.118663481842824,0.19912542435224823,0.1261069832297622,0.17450446035105718
ave_readability,0.03745616328573091,0.041176404593612166,0.028940443471008076,0.03235295817418871
ave_readability2,0.03807432522229081,0.042037322147197596,0.034549070316713795,0.03644046449692657
length,1276.129,1466.969,1043.307,1025.759
min,0.5672,0.6954301075268816,0.5300633967300634,0.5803803803803803
max,0.0,0.0,0.0,0.0
mean,0.037456163285730835,0.04117640459361205,0.028940443471008007,0.032352958174188595
std,0.08254094395940272,0.09926191417493842,0.06986589381798734,0.07773674721270059
q1,0.05135000000000001,0.05426747311827956,0.03541875208541877,0.039489489489489486
median,0.004566666666666658,0.002856182795698921,0.0006673340006673325,0.0006673340006673325
q3,0.000549999999999999,0.00038642473118279434,0.0,0.0
FRE,25.16054,31.160550000000004,17.22935,20.627380000000002
SMOGI,3.313,6.1484,1.9532,2.1147
FKGL,4.362799999999999,5.147,3.1308000000000002,3.446
CLI,7.001,9.265039999999999,4.85254,6.41698
ARI,8.4208,10.364799999999999,5.461,6.7583
DCRS,2.06011,2.0498499999999997,1.96979,2.16591
LWF,4.858483572898549,5.358696627065745,4.572627854171972,4.738978445247564
GFI,3.5041499999999997,3.95489,2.56646,2.9704699999999997
DW,21.168,25.9,17.762,19.204
TS,4.221,4.208,3.224,3.219
FH,18.584090000000003,22.734090000000002,12.858049999999999,14.978200000000001
SP,18.875400000000003,22.944209999999998,12.85716,15.070439999999998
GP,12.162709999999999,15.26731,8.201279999999999,10.555639999999999
CF,1.3781999999999999,1.8360999999999998,0.9095,1.0833
NERF,2.9508915586183626,5.081429560614864,3.396364266281552,4.476234655207811
