,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.675967365559042
vocab_coverage,0.70924086682709
ave_readability,4.926119552796874
ave_readability2,4.913893347458681
length,2100.051
min,3.8627883650952857
max,4.999598796389168
mean,4.926119552796874
std,0.1867610541180783
q1,4.956385824139085
median,4.999398194583751
q3,4.999598796389168
FRE,0.2721100000000006
SMOGI,11.7689
FKGL,17.7115
CLI,62.13237
ARI,68.51389999999999
DCRS,10.11857
LWF,11.6526085327684
GFI,10.636220000000002
DW,32.687
TS,17.398
FH,54.91664
SP,50.22645
GP,-44.77976000000001
CF,6.1205
NERF,3.827198255526581
